Sample;Plant_species;P-Ser;Asp;OH-Pro;Thr;Ser;Glu;A-AAA;Pro;Gly;Ala;Citr;Val;Cys;Met;Ile;Leu;Tyr;B-ALA;Phe;B-AIBA;GABA;Ammoniumsulfat;Orn;Lysin;1-Meth;His;Arg;Summe_AS_(mg/g);Summe_AS_essential(mg/g);Summe_AS_non_essential(mg/g);;;;;;;
NB265;Lathyrus_latifolius;0.24780422;25.4646186;1.83926971;9.30100361;13.915066;19.7157826;0;11.9320439;12.7713506;15.1810178;0;6.87128243;1.02941206;4.4241813;5.51420028;17.0104329;7.8321888;0;10.2635;0;0.40096657;3.58765076;0;16.0683681;0;4.72651432;10.2923127;19.83889673;6.840342754;12.99855397;;;;;;;
NB242;Lathyrus_pratensis;0.35050037;16.4424382;0;5.7160292;8.77812205;12.8520444;0;7.71252769;8.98862956;10.1838537;0;4.20074298;0.5149008;2.66129884;3.44001093;11.0896844;5.24299146;0;6.58085523;0;0.29047788;2.58968467;0;10.3947609;0;3.0332846;6.78867969;12.78515176;4.351058587;8.434093168;;;;;;;
NB159;Leontodon_hispidus;0.10549642;4.60257518;1.17108259;1.77738034;2.66579243;4.21806308;0;4.15964165;3.11359021;3.24965011;0;1.32466137;0.31688018;0.74622167;0.91579099;2.82728503;1.23803088;0;1.690704;0;0.15951632;0.92005303;0.02495181;2.97825273;0;0.96595593;2.04097697;4.121255292;1.22889763;2.892357662;;;;;;;
NB48;Linaria_vulgaris;0.19276414;8.51471637;0;2.65379264;4.52324267;7.54484646;0;4.62843853;5.69063958;5.65655925;0;2.16809864;0;1.22371421;1.48870158;5.83396048;2.11633764;0;3.21770309;0;0.07185791;2.20854162;0;3.81453976;0;11.2155741;2.94559959;7.570962826;3.074714433;4.496248393;;;;;;;
MS028;Lotus_corniculatus;0.076250149;4.861352346;0;1.779332669;2.726074388;4.090310901;0;2.739970961;3.146775188;3.461144024;0;1.536292585;0.543494042;1.47416726;1.060816621;2.465698388;1.270239045;0;1.982636704;0;0;1.847038567;0;2.988397827;0;1.121109206;2.1386976;4.130979847;1.355875103;2.775104744;;;;;;;
LN32_2;Malus_domestica;0;1.034718367;0;0.390646531;0.711100408;0.747232653;0;0.579448163;0.896953469;0.870798367;0.028667755;0.23109551;0;0.13267102;0.190662857;0.68688;0.173926531;0;0.282656327;0;0;1.1052;0;0.524380408;0;0.147835102;0.304726531;0.90396;0.236717388;0.667242612;;;;;;;
NB201;Matricaria_chamomilla;0;1.73035787;0;0.60349523;1.18303302;1.66991757;0;0.9213805;1.4633333;1.30147208;0;0.44888619;0;0.11933405;0.27972981;1.3492608;0.29278769;0;0.57343075;0;0;0.90127878;0;1.02231939;0;0.29324703;0.54723037;1.470049443;0.421461423;1.04858802;;;;;;;
NB245;Medicago_lupulina;0;7.42946453;0.2465554;2.4735879;3.95358173;5.7420485;0;3.39299453;4.84144667;45.9472365;0;2.0294352;0;0.6203736;1.41031253;5.01481387;1.7994972;0;2.786924;0;0;1.911312;0;4.09277153;0;1.11599147;2.36958453;9.717793169;1.78210231;7.935690859;;;;;;;
LN333;Medicago_sativa;0.08828488;9.86448717;0;3.60150348;5.40820323;7.60756448;0;4.60087447;5.0869059;6.30162385;0;2.71241077;0;1.8617134;2.01075272;6.76273541;2.56726202;0;3.8588114;0;0;1.94155403;0;6.29335403;0;1.60360509;4.0804608;7.625210713;2.649199307;4.976011406;;;;;;;
NB214;Myosotis_arvensis;0;0.9873963;0;0.35034239;0.58732364;0.97017799;0;0.39747797;0.66446705;0.7150032;0;0.34392873;0;0.05581165;0.18495622;0.69710854;0.30678807;0;0.3854146;0;0.01177027;0.52148585;0.00841513;0.4460881;0;0.107088;0.35253646;0.809358016;0.247718659;0.561639357;;;;;;;
NB464;Origanum_vulgare;0.02865348;2.75274226;0;0.90962863;1.53747847;1.96364378;0;1.36310628;1.7726604;1.90131559;0;0.64548134;0;0.37097088;0.44039117;1.84211098;0.45810259;0;0.88240589;0;0;1.21758336;0;1.39944979;0;0.43464691;0.80267179;2.072304359;0.632830759;1.4394736;;;;;;;
NB364;Papaver_dubium;0.14082408;8.98076979;0;3.47519759;5.04118899;7.77440533;0;4.04195822;4.60525532;5.38238656;0;2.53846317;0.42865473;2.02955975;1.96717137;6.18586732;2.57382584;0;3.54425992;0;0.15054771;1.63040438;0;5.87799716;0;1.7976865;4.16073216;7.232715589;2.569893778;4.662821811;;;;;;;
J104_1;Papaver_somniferum;0.355124386;24.92394038;0.121079537;9.471187865;14.06952173;21.82416717;0;13.21419001;12.67445508;15.64896578;0;7.01149706;0.979798641;5.404678323;5.366883007;17.59181448;7.906485166;0;9.915104964;0;0.137850911;3.459403952;0;16.85437284;0;4.557045976;11.56540245;20.30529697;7.088361412;13.21693556;;;;;;;
LN338;Phacelia_tanacetifolia;0;1.53258284;0;0.48956314;0.83562725;1.13582945;0;0.40000753;1.10173659;1.10850472;0;0.31261826;0;0.23676094;0.24050671;1.13873614;0.28030852;0;0.51400184;0;0;0.9146567;0;0.79767991;0;0.21000584;0.37777163;1.162689801;0.35199645;0.810693351;;;;;;;
J168_2;Philadelphus_coronarius;0.10280293;6.392341617;0;2.141096948;3.49656733;5.145980113;0;2.898508252;3.843030261;4.157072843;0;1.573486435;0;1.047851061;1.113614191;4.307113461;1.257417704;0;1.958438817;0;0;1.813258957;0;3.61886953;0;0.958974052;2.392053809;4.821847831;1.549262877;3.272584954;;;;;;;
FR54;Plantago_lanceolata;0;6.795509677;0;2.621780645;4.369548387;5.471587097;0;4.013522581;6.192980645;6.488103226;0;1.661987097;0;1.032980645;1.608516129;4.938012903;1.3488;0;1.951793548;0;0;4.206296774;0;4.850890323;0;1.013419355;2.273909677;6.083963871;1.71024;4.373723871;;;;;;;
LN290;Plantago_media;0.297394;10.8422195;0.01041808;3.99023112;5.66491803;8.97364917;0;4.90952144;5.51838405;6.86504808;0;2.95378379;0.21524472;2.11119989;2.23351381;7.54148096;2.894368;0;4.16057301;0;0.15366024;2.0648304;0;7.09210352;0;1.76882475;4.62573003;8.488709659;2.938533736;5.550175923;;;;;;;
NB190;Potentilla_reptans;0.09588968;3.34739137;0.15136192;1.25511128;1.96095133;2.90476805;0;2.13145609;2.13026423;2.20969517;0;0.92980994;0;0.18795391;0.54186158;2.18463074;0.56987786;0;1.06319908;0;0;0.92533021;0;1.94017976;0;0.51378465;1.08046994;2.612398679;0.775682112;1.836716567;;;;;;;
LN322;Potentilla_verna;0.0204844;3.27065743;0;1.14364584;1.78853575;2.46669048;0;1.80927992;1.97440904;2.2617144;0;0.87589029;0.08798184;0.51382491;0.6373696;2.28114816;0.78768848;0;1.15307397;0;0;1.0131144;0;1.94578555;0;0.57034965;1.18593037;2.578757448;0.836123279;1.742634169;;;;;;;
NB51;Prunus_avium;0.0819159;6.47062578;0;2.31652903;3.61606829;4.93662427;0;3.35367502;4.05205269;4.48511776;0;1.70764779;0;1.04803327;1.25221894;4.37302576;1.30387538;0;2.26607926;0;0.12013076;1.9522887;0;4.10136306;0;1.01011664;2.4740688;5.09214571;1.644771949;3.447373761;;;;;;;
NB74;Prunus_padus;0.0587384;5.314061867;0;1.81378184;3.006840933;4.177953813;0;2.806107307;3.24209704;3.5436852;0;1.289700053;0;0.7985184;0.9037056;3.695396693;1.197128;0;1.760723627;0;0;1.5932064;0;3.090668;0;0.82802304;1.85543904;4.097577525;1.294528829;2.803048696;;;;;;;
NB53;Prunus_spinosa;0.08596983;3.09312402;0;1.03735765;1.74841399;2.42175495;0;1.74743199;2.28133068;2.28986498;0;0.80283651;0;0.44533048;0.56159513;2.52702287;0.63688482;0;1.12008392;0;0;1.4524631;0;1.76112108;0;0.45809794;0.97777724;2.544846118;0.793010174;1.751835944;;;;;;;
J620_1;Quercus_petraea;0.38407016;15.47800379;0;5.4630376;7.905902267;12.983046;0;7.401635947;7.543003947;9.27633168;0;4.29392672;0.38627424;2.63117184;3.085579093;10.63227307;4.08323328;0;5.651734293;0;0.227177413;2.4971184;0;10.26468251;0;3.36125952;9.442011627;12.29914734;4.456099376;7.843047963;;;;;;;
NB122;Quercus_robur;0.13920986;7.22617559;0;2.40326348;3.91998442;5.66258683;0;3.14008299;4.11855538;4.64394846;0;1.7807252;0.12602189;1.26278153;1.27884927;4.93806663;1.88656111;0;2.68220683;0;0.14150628;1.86066677;0;4.65520486;0;1.44105505;3.63708903;5.694454146;1.942403702;3.752050444;;;;;;;
A27;Ranunculus_acris;0;4.149407289;0;1.505918044;2.496802311;3.527479793;0;5.890664533;2.4891144;2.9542392;0;1.203808948;0;0.754929896;0.889283319;2.744976119;0.831157689;0;1.531342815;0;0;1.287002667;0;2.640003793;0;0.790117452;1.35029517;3.703654344;1.077067176;2.626587167;;;;;;;
NB97;Ranunculus_arvensis;0.42676012;13.7499129;0;5.37922917;7.50405775;11.7100682;0;5.53230652;7.35861146;8.90727277;0;3.65859673;0;2.74717419;2.8756416;9.55195325;3.83507437;0;5.61139868;0;0.08361858;2.37780313;0;9.5318459;0;2.47897586;5.56782584;10.8888127;3.787079532;7.10173317;;;;;;;
NB108;Ranunculus_auricomus;0.13824091;6.82889367;0.56289096;2.7904336;4.00789741;5.81826918;0;4.03037229;4.01981929;4.38478128;0;1.84088384;0.26247168;1.24345269;1.4269312;4.66345444;2.01526613;0;2.68198162;0;0.07337054;1.3306976;0.04104663;4.73182473;0;1.31706169;3.16492754;5.737496892;1.912912662;3.82458423;;;;;;;
A34;Ranunculus_bulbosus;0;3.24982284;0;1.105571952;1.825990584;2.777612808;0;5.782034688;1.920240912;2.251692432;0;0.879337536;0;0.595952544;0.666191616;2.0632512;0.517202784;0;1.212475488;0;0;1.04655888;0;1.988893104;0;0.62315904;0.893562384;2.939955079;0.803950176;2.136004903;;;;;;;
NB11;Ranunculus_ficaria;0.12624576;10.2231883;0.64738785;3.4759019;5.9273054;8.41384381;0;4.89674863;6.55461152;6.84436379;0;2.6328382;0.12817308;1.78254416;2.06031125;7.069795;2.71156555;0;3.99951223;0;0.12579042;2.08551527;0;6.88727314;0;1.75977796;3.62065812;8.197335134;2.640133882;5.557201252;;;;;;;
MH25;Ranunculus_repens;0;11.44983529;1.454164706;5.467341176;8.327058824;9.248658824;0;8.269035294;11.26762353;10.00578824;0;3.232705882;0;1.958117647;2.570541176;7.246258824;2.577458824;0;3.428941176;0;0.203247059;6.351247059;0;8.570023529;0;2.101929412;3.923858824;10.76538353;2.992969412;7.772414118;;;;;;;
NB147;Rhinanthus_alectorolophus;0.42754439;21.6056228;0.49709662;6.93805925;10.4328959;15.8278695;0;30.8957441;10.4768362;12.4431616;0;5.11379404;0.2521724;4.20492164;38.4696162;12.6221897;5.1620256;0;7.25127065;0;0.37118719;2.92656264;0.14166029;11.5410987;0;3.30815451;7.67310034;20.85825843;8.558110633;12.30014779;;;;;;;
NB240;Rhinanthus_minor;0.27145677;14.0352541;0.30657041;4.85601806;7.26641122;11.1023604;0;9.56983107;7.77220326;8.7631632;0;3.86905604;0.41333862;2.51165737;2.83714289;9.13526152;3.27526035;0;4.92829304;0;0.10896093;2.71977544;0;7.93054848;0;2.51726366;5.75460068;10.99444275;3.640929326;7.353513425;;;;;;;
LN283;Rosa_canina;0.22578606;15.1012314;0.57182002;4.9965387;7.69569546;11.4329433;0;6.79005966;7.461901;9.06590251;0;3.75000857;0.62828885;2.61593084;2.86161721;9.75479897;4.13971983;0;5.4329308;0;0.26632231;2.78382478;0;8.99080604;0;2.50997275;5.79519765;11.28712967;3.771699549;7.515430122;;;;;;;
NB123;Rosa_dumalis;0.14805572;12.4981162;0;4.05695992;6.49178923;9.88737714;0;6.78006173;7.05435722;7.86405364;0;2.79334096;0;2.40019263;2.18098277;59.645189;3.22559764;0;4.44779064;0;0;2.31337416;0;7.04664826;0;1.99789723;4.90791651;14.57397006;8.243026966;6.330943094;;;;;;;
NB423;Rosa_rubiginosa;0;7.48945652;0;2.50336013;3.97911533;6.08053928;0;3.54595797;4.37268527;4.70726489;0;1.88797753;0.10360842;1.11292097;1.37701418;5.01116874;2.07296171;0;2.73230043;0;0.02569348;1.55755591;0;4.355196;0;1.27357842;2.65364127;5.684199645;1.855196167;3.829003478;;;;;;;
NB459;Rubus_caesius;0.10642653;9.82673006;0;3.26300191;5.42994065;8.21459546;0;4.58599985;4.98574849;5.7704609;0;2.50070018;0.2984681;1.3702913;1.6986591;6.09732955;2.19301099;0;3.17955644;0;0;1.9747231;0;5.71545791;0;1.35718895;3.40416021;7.197244968;2.287088764;4.910156204;;;;;;;
NB433;Rubus_orthostachys;0.06633651;6.95036834;0;2.31495071;3.67768754;5.98184629;0;3.40861537;3.7322236;3.94698183;0;1.7129952;0.206712;1.17611175;1.2974825;4.63726253;1.46789102;0;2.39251178;0;0;1.69539128;0;4.23626492;0;1.4178514;3.19168849;5.351117306;1.814085436;3.53703187;;;;;;;
MH111;Rumex_acetosa;0;5.8476;0;2.137;3.9432;4.7671;0;2.3545;6.737;6.0857;0;0.97;0;0.4343;1.2647;4.8756;1.1468;0;1.4463;0;0;8.0654;0;3.1068;0;0.8571;1.7629;5.5802;1.37479;4.20541;;;;;;;
MH111;Salix_alba;0.195029126;10.42965437;0;4.239658252;7.082935922;8.382198058;0;5.497118447;9.00358835;8.629095146;0;2.873708738;0;1.619231068;2.328466019;7.513118447;2.27687767;0;2.91383301;0;0.53088932;6.317965049;0;7.272512621;0.473848544;1.636893204;4.614198058;9.383081942;2.77391068;6.609171262;;;;;;;
NB19;Salix_cinerea;0.31484925;11.1543068;0.68803488;3.78413045;6.15401876;9.2327764;0;5.91543244;6.30506082;7.12201998;0;2.86162429;0.25387821;2.3582018;2.13777004;7.68641967;3.103853;0;4.16925848;0;0.28476437;2.36253069;0.03209538;7.29095399;0;1.81237005;6.31190779;9.133625754;3.112168257;6.021457497;;;;;;;
NB392;Salvia_pratensis;0.050783646;1.335326451;0;0.710237179;1.063284531;1.277707503;0;0.654368943;1.162301356;1.28004624;0;0.399891335;0;0;0.269404699;1.43963136;0.347308901;0;0.572224977;0;0;0.847784084;0;0.959638333;0;0.238583242;0.652820918;1.32613437;0.428279371;0.897854999;;;;;;;
NB191;Sambucus_nigra;0.11789446;9.80487732;0;3.59373125;5.64995425;7.87089102;0;8.0519103;6.2266978;7.22330371;0;2.66501982;0;1.7904;2.45616781;6.69642493;2.87245408;0;3.41922609;0;0;2.28075112;0;6.38805959;0;1.63432763;3.70919657;8.245128775;2.59644941;5.648679365;;;;;;;
NB152;Sanguisorba_minor;0.101784659;11.40407821;0.557396862;4.002576686;6.031501899;9.509423367;0;6.805309002;5.897234927;7.52545258;0;3.083323358;0;1.936347112;2.302568651;7.548988484;2.386678787;0;4.020525046;0;0;2.143536527;0;7.696456404;0;1.826993934;4.004701029;8.878487752;2.87260243;6.005885322;;;;;;;
NB339;Scorzoneroides_autumnalis;0;5.1307175;1.60199585;1.97632063;3.15496747;4.50090696;0;2.82175845;3.15121523;3.2930077;0;1.41904635;2.6608246;0.8701344;1.0947244;3.58440499;1.7025378;0;2.04263324;0;0.1847585;1.03040467;0.01943023;3.51576146;0;1.1099904;2.14873052;4.701427135;1.424598493;3.276828642;;;;;;;
NB339;Scorzoneroides_autumnalis;0.17687333;6.71244004;1.6443436;2.48765493;4.25225258;5.83307071;0;3.44537782;4.78443742;4.7422584;0;1.77795004;0;1.0300768;1.29433173;4.89609244;1.93900107;0;2.88916444;0;0.11822133;1.727112;0;4.66533947;0;1.54565404;2.80802658;5.876967877;1.8728951;4.004072777;;;;;;;
NB375;Senecio_jacobaea;0;4.67716202;0;1.75726408;2.88487331;3.71014072;0;2.39815091;3.40135015;3.21994269;0;1.26442762;0;1.17035621;0.85630787;3.44069928;1.08315638;0;1.63141086;0;0;1.49885811;0;2.69149583;0;0.64229928;1.51264278;3.78405381;1.227540798;2.556513012;;;;;;;
LN167;Silene_dioica;0.423671688;23.40083275;1.984056912;8.039878848;12.24294766;18.19815288;0;10.6160137;12.29449483;14.29642289;0;5.109001152;0.562821048;4.582099104;4.368046848;14.34728678;6.931291392;0;8.735723136;0.143317248;0.61328004;2.99632176;0;15.19113907;0;3.804175488;9.38255136;17.82635266;5.836876272;11.98947639;;;;;;;
LN327;Sinapis_alba;0.132100378;12.48016977;0;5.211648475;8.081741881;9.850320343;1.5246048;5.639090505;8.235858831;8.58224516;0;3.392484079;0.612970971;2.999372519;2.413953125;8.096222242;2.732193336;0;4.180511262;0;0;2.685967121;0;9.460881547;0;2.197877591;5.123501486;10.36337154;3.361557078;7.001814464;;;;;;;
NA;Sinapis_arvensis;0;10.99536;0.790506667;4.512266667;8.414933333;8.181066667;0.380853333;6.364586667;9.948;8.82944;0;2.614453333;0;1.865066667;2.2488;7.31312;2.090026667;0.579733333;3.0928;0;0;6.08736;0;9.036693333;0;1.883466667;3.701546667;9.893008;2.723152;7.169856;;;;;;;
NB170;Sorbus_aucuparia;0.22735216;9.56981901;0;3.39892344;5.29995477;7.51802603;0;10.065142;5.41593163;6.8573736;0;2.57243061;0;1.500952;1.96303189;6.43257856;2.79666496;0;3.64633845;0;0.11874371;1.7598048;0;6.17178427;0;1.55721472;3.28104539;8.0153112;2.435251506;5.580059694;;;;;;;
LN260;Stellaria_holostea;0.390082652;15.49075826;0;5.855095173;9.20712844;11.20148319;0;8.817518724;9.849062912;9.603242049;0;3.715108315;0.5440608;3.260579919;2.856456917;9.345355362;4.590085106;0;5.997628692;0;0.235763056;2.353060315;0;10.95155617;0;2.829676153;5.129136971;12.22228392;3.89890375;8.323380167;;;;;;;
NB234;Symphytum_officinale;0.03875285;3.95908499;0;1.40475156;2.13776083;3.1379998;0;2.00062412;2.82123536;2.6848067;0;1.00952589;0;0.66469552;0.76770424;2.73275643;0.78787302;0;1.37549035;0;0;1.35857106;0;2.36474456;0;0.67815135;1.56637675;3.149090538;1.019945209;2.129145329;;;;;;;
NB212;Syringa_vulgaris;0.17175721;4.57081652;0;1.56270232;2.50190218;4.31299677;0;2.45330198;3.08388743;3.27834728;0;1.21314584;0;0.82332015;0.86582056;3.26066526;1.05099052;0;1.53170658;0;0.10663362;1.40942956;0;2.6211844;0;0.70990767;2.32007995;3.78485958;1.228734833;2.556124747;;;;;;;
MS020;Taraxacum_agg;0;9.384047489;3.615884144;3.594320852;4.991788249;6.871026531;0;5.575972328;7.116347961;6.70314783;0;2.276754098;1.877932682;2.005541508;1.830640052;6.65346602;3.369892249;0;3.43410177;0;0;1.617648787;0;8.800415528;0;1.760853403;3.523797561;8.500357904;2.507947527;5.992410378;;;;;;;
NA;Taraxacum_officinale;0;2.956685714;0;1.348114286;1.895771429;1.838171429;0;2.050971429;3.853371429;2.646057143;0.704228571;0;0;0;0.904114286;3.4112;0.627657143;0;0.561371429;0;0;5.242857143;0;1.928228571;0;0.562857143;1.013257143;3.154491429;0.780091429;2.3744;;;;;;;
J48_1;Thalictrum_flavum;0.085868979;7.09923456;0;2.630434193;3.967082344;5.650384433;0;3.33090192;4.188947238;4.236925129;0;1.769118833;0.325745026;1.586799925;1.342240828;4.820405308;1.74995712;0;2.529589045;0;0;1.778559247;0;4.20321216;0;1.281418842;2.946431096;5.552325623;1.890643807;3.661681816;;;;;;;
NB377;Thymus_pulegioides;0;3.368882;0;1.2638892;2.23492284;2.81897091;0;1.70733062;2.43272113;2.3133924;0;0.87465295;0;0.32867404;0.56611607;2.62719651;0.81124887;0;1.206789;0;0;1.10173091;0;1.67444189;0;0.40137542;1.19773585;2.693007061;0.846642904;1.846364157;;;;;;;
LN314;Tilia_cordata;0.15049254;9.65397929;0;3.48185237;5.48361258;7.49706224;0;2.88050036;5.59013347;5.79246909;0;2.6018716;0.3569832;1.65002459;2.0748823;6.78078159;2.50065773;0;3.70481604;0;0;2.04795667;0;5.98159723;0;1.59090812;3.74463452;7.356521553;2.562977113;4.79354444;;;;;;;
FR21;Tilia_platyphyllos;0;4.934723077;0;2.045123077;3.435184615;3.491907692;0;2.771907692;4.338923077;4.051615385;0;0.983676923;0;0.381046154;1.118076923;3.654369231;0.975046154;0;1.355907692;0;0;3.261;0;3.335676923;0;0.690784615;1.415907692;4.224087692;1.164489231;3.059598462;;;;;;;
J523;Tilia_tomentosa;0.378664118;9.5021058;0;3.582094909;5.492182036;7.738757155;0;4.552843282;5.148453191;5.6098737;0;2.368665273;0.493947573;1.324367018;1.912037236;6.377715491;2.284503709;0;3.390579818;0;0;1.815426;0;5.654829927;0;1.628795782;3.790892891;7.304673491;2.437514842;4.867158649;;;;;;;
NB357;Trifolium_dubium;0;8.21667646;0;2.74427686;4.54839705;6.36959275;0;4.43376955;5.07352591;5.48915906;0;2.06896402;0;1.102315;1.51530975;5.19498403;2.38281855;0;2.92943888;0;0.09879174;1.89981651;0;4.67312436;0;1.32472116;2.99189612;6.305757776;1.987190582;4.318567194;;;;;;;
MH107;Trifolium_incarnatum;0;9.29712;0;4.42464;6.058464;7.948032;0;8.79504;10.58256;9.290016;0;3.973056;0;1.80096;2.065824;7.69296;2.468832;0;3.08928;0;0;11.013216;0;5.54928;0;1.552512;2.829984;9.8431776;2.7429216;7.100256;;;;;;;
A45;Trifolium_pratense;0;3.24982284;0;1.105571952;1.825990584;2.777612808;0;5.782034688;1.920240912;2.251692432;0;0.879337536;0;0.595952544;0.666191616;2.0632512;0.517202784;0;1.212475488;0;0;1.04655888;0;1.988893104;0;0.62315904;0.893562384;2.939955079;0.803950176;2.136004903;;;;;;;
NB114;Trifolium_repens;0.10516702;5.88838746;0.76968007;1.93717851;3.15691229;4.499783;0;3.04145878;3.78531588;3.50643049;0;1.50151856;0;0.49422348;1.01513456;3.5498543;1.24020676;0;1.91354194;0;0.04254453;1.85734433;0;2.96643977;0;1.0760111;1.78810256;4.413523539;1.327556501;3.085967038;;;;;;;
J43_2;Urtica_dioica;0.329762769;11.25837612;0;3.093338492;4.916092923;7.693511046;0;3.470070215;4.209597631;5.588434246;0;2.450814277;0.251242892;1.515458831;1.564751754;5.981185969;2.256859938;0;3.051625231;0;0.131079754;1.918617231;0;5.569005415;0;1.440256;4.1629512;7.085303194;2.326038175;4.759265018;;;;;;;
NB238;Veronica_austriaca;0.0765931;6.68855956;0;2.37000786;3.72175771;5.29860287;0;2.79954952;3.97841473;4.49373699;0;1.73886003;0;1.2265269;1.26813396;4.65533793;1.39676458;0;2.35623051;0;0.06604088;1.76244579;0;3.719328;0;1.28942301;2.32981087;5.12361248;1.723433107;3.400179373;;;;;;;
NB138;Veronica_chamaedris;0.15224475;5.07160912;0.1518138;1.7552958;2.72663557;4.31550947;0;4.77336965;3.39050215;25.9354953;0;1.3156579;0;0.9465994;1.0151272;3.7912536;1.0411752;0;1.8302095;0;0.10786837;1.35594;0;2.8977571;0;1.0508592;1.9324006;6.555732368;1.36374032;5.191992048;;;;;;;
NB13;Veronica_hederifolia;0.095984196;1.230149847;0;0.454424783;0.709572587;0.905810502;0;0.264602655;0.935023762;0.788614621;0;0.543678332;0;0;0.128732323;0.925948187;0.175478706;0;0.346498213;0;0;0.644948426;0;0.31642657;0;0.055475745;0.256185191;0.877755465;0.271094277;0.606661187;;;;;;;
NB149;Viburnum_opulus;0.190388571;14.77269587;0;5.402501644;8.296755692;12.25948858;0;8.004979859;7.718827516;9.040191745;0;3.97442458;0.532547051;2.846145758;2.939698919;10.02560619;3.840372712;0;5.248567385;0;0;2.586654593;0;9.187503613;0;2.677721881;6.644210057;11.61892822;3.975887641;7.64304058;;;;;;;
NB116;Viburnum_rhytidophyllum;0.10459433;5.82101912;0.32996702;2.00846467;3.30799024;4.80067987;0;4.52853087;3.56216699;4.1080993;0;1.55436442;0;1.01481999;1.06473087;3.72359629;1.09675875;0;1.96712963;0;0;1.59437513;0;3.55545662;0;1.05090991;2.3098713;4.750352532;1.469388708;3.280963824;;;;;;;
FR18;Vicia_cracca;0;2.457648;0;1.497984;1.808592;1.536576;0;1.189968;2.28;2.082528;0;0.518112;0;0;0.503376;1.998336;0.643152;0;0.727872;0;0;1.949376;0;1.81344;0;0.404736;0.958128;2.2369824;0.6608544;1.576128;;;;;;;
NB408;Vicia_hirsuta;0;2.79086742;0;0.82814994;1.37154239;2.07831118;0;1.44302251;1.59087034;1.62226508;0;0.68221651;0;0.29641862;0.47542157;1.74605683;0.63396806;0;0.98095099;0;0.04502171;0.85289976;0;1.50902962;0;0.41207462;0.99990103;2.035898818;0.642119011;1.393779807;;;;;;;
NB230;Vicia_sativa;0.0574244;2.69643343;0;0.96795938;1.46524766;2.08801653;0;1.50602238;1.48278269;1.66343432;0;0.74109844;0.08156279;0.42871642;0.56827516;1.82956138;0.82873132;0;1.05365244;0;0.05120017;0.49950621;0;1.75360951;0;0.50808841;1.04106726;2.13123903;0.713841889;1.417397141;;;;;;;
MS103;Vicia_sepium;0.14121279;14.02397502;0;4.75405515;7.37849295;10.49614398;0;12.45210501;7.46961873;8.51970636;0;3.16236072;0;2.56891068;2.75909664;9.20508384;3.83776164;0;5.5871466;0;0;2.16054;0;8.58327042;0;2.3522112;5.2220805;11.06737722;3.561094533;7.50628269;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
