project;name;sample_name_old;new_name;bees_in_pool;aim_id;host;host_genus;season;bioregion;plot;sampletype;year;sample_affiliation;project_person;collection;LUI_cat;G_STD;M_STD;F_STD;LUI_value_overall2021_global.ALB..HAI.;seq_run;well_in_pcr_plate
ITS2_susy4pAB;A10-2-A10-3-S179;A10-2-A10-3;A10_RA_Mix;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG10;stigma;06.05.2022;stigma;anna;plate;low;0,08;1,61;0,22;1,38;;
ITS2_susy4pAB;A10-1-S177;A10-1;A10_RA1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG10;stigma;06.05.2022;stigma;anna;plate;low;0,08;1,61;0,22;1,38;;
ITS2_susy4pAB;A10-2-S178;A10-2;A10_RA2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG10;stigma;06.05.2022;stigma;anna;plate;low;0,08;1,61;0,22;1,38;;
ITS2_susy4pAB;A10-3-S180;A10-3;A10_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG10;stigma;06.05.2022;stigma;anna;plate;low;0,08;1,61;0,22;1,38;;
ITS2_susy4pAB;A21-1-A10-2-S174;A21-1-A10;A10_21_Mix;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG_1021;stigma;NA;stigma;anna;plate;NA;;;;NA;;
ITS2_susy4pAB;A17-1-S225;A17-1;A17_RA1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG17;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;A17-2-S160;A17-2;A17_RA2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG17;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;A17-3-S161;A17-3;A17_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG17;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;A2-1-S157;A2-1;A2_RA1_1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG02;stigma;03.05.2022;stigma;anna;plate;high;0;3,23;5,65;2,98;;
ITS2_susy4pAB;A2-1-2-S182;A2-1-2;A2_RA1_2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG02;stigma;06.05.2022;stigma;anna;plate;high;0;3,23;5,65;2,98;;
ITS2_susy4pAB;A2-2-S158;A2-2;A2_RA2_1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG02;stigma;03.05.2022;stigma;anna;plate;high;0;3,23;5,65;2,98;;
ITS2_susy4pAB;A2-2-2-S183;A2-2-2;A2_RA2_2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG02;stigma;06.05.2022;stigma;anna;plate;high;0;3,23;5,65;2,98;;
ITS2_susy4pAB;A2-3-S184;A2-3;A2_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG02;stigma;06.05.2022;stigma;anna;plate;high;0;3,23;5,65;2,98;;
ITS2_susy4pAB;A10-3-A2-1-2-S223;A10-3-A2-1-2;A2_10_Mix;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG_210;stigma;NA;stigma;anna;plate;NA;;;;NA;;
ITS2_susy4pAB;A21-1-S173;A21-1;A21_RA1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG21;stigma;04.05.2022;stigma;anna;plate;high;4,32;0,81;0,74;2,42;;
ITS2_susy4pAB;A21-2-S220;A21-2;A21_RA2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG21;stigma;04.05.2022;stigma;anna;plate;high;4,32;0,81;0,74;2,42;;
ITS2_susy4pAB;A21-3-S176;A21-3;A21_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG21;stigma;04.05.2022;stigma;anna;plate;high;4,32;0,81;0,74;2,42;;
ITS2_susy4pAB;A3-1-S151;A3-1;A3_RA1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG03;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;A3-2-S152;A3-2;A3_RA2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG03;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;A3-3-S153;A3-3;A3_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG03;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;B3-1-S154;B3-1;A3_RB1;NA;;Ranunculus_bulbosus;Ranunculus;NA;Alb;AEG03;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;B3-2-S155;B3-2;A3_RB2;NA;;Ranunculus_bulbosus;Ranunculus;NA;Alb;AEG03;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;B3-3-S156;B3-3;A3_RB3;NA;;Ranunculus_bulbosus;Ranunculus;NA;Alb;AEG03;stigma;03.05.2022;stigma;anna;plate;low;0;1,61;0;1,27;;
ITS2_susy4pAB;A4-1-S226;A4-1;A4_RA1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG04;stigma;02.05.2022;stigma;anna;plate;int;0,49;0,81;0,88;1,47;;
ITS2_susy4pAB;A4-2-S217;A4-2;A4_RA2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG04;stigma;02.05.2022;stigma;anna;plate;int;0,49;0,81;0,88;1,47;;
ITS2_susy4pAB;A4-3-S150;A4-3;A4_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG04;stigma;02.05.2022;stigma;anna;plate;int;0,49;0,81;0,88;1,47;;
ITS2_susy4pAB;A46-1-S167;A46-1;A46_RA1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG46;stigma;04.05.2022;stigma;anna;plate;int;3,79;0;0;1,95;;
ITS2_susy4pAB;A46-2-S168;A46-2;A46_RA2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG46;stigma;04.05.2022;stigma;anna;plate;int;3,79;0;0;1,95;;
ITS2_susy4pAB;A46-3-S169;A46-3;A46_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG46;stigma;04.05.2022;stigma;anna;plate;int;3,79;0;0;1,95;;
ITS2_susy4pAB;B46-1-S165;B46-1;A46_RB1;NA;;Ranunculus_bulbosus;Ranunculus;NA;Alb;AEG46;stigma;04.05.2022;stigma;anna;plate;int;3,79;0;0;1,95;;
ITS2_susy4pAB;B46-2-S166;B46-2;A46_RB2;NA;;Ranunculus_bulbosus;Ranunculus;NA;Alb;AEG46;stigma;04.05.2022;stigma;anna;plate;int;3,79;0;0;1,95;;
ITS2_susy4pAB;A6-1-S218;A6-1;A6_RA1;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG06;stigma;03.05.2022;stigma;anna;plate;int;0,72;0,81;1,04;1,6;;
ITS2_susy4pAB;A6-2-S163;A6-2;A6_RA2;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG06;stigma;03.05.2022;stigma;anna;plate;int;0,72;0,81;1,04;1,6;;
ITS2_susy4pAB;A6-3-S164;A6-3;A6_RA3;NA;;Ranunculus_acris;Ranunculus;NA;Alb;AEG06;stigma;03.05.2022;stigma;anna;plate;int;0,72;0,81;1,04;1,6;;
ITS2_susy4pAB;R6-1-S224;R6-1;A6_RR1;NA;;Ranunculus_repens;Ranunculus;NA;Alb;AEG06;stigma;04.05.2022;stigma;anna;plate;int;0,72;0,81;1,04;1,6;;
ITS2_susy4pAB;R6-2-S171;R6-2;A6_RR2;NA;;Ranunculus_repens;Ranunculus;NA;Alb;AEG06;stigma;04.05.2022;stigma;anna;plate;int;0,72;0,81;1,04;1,6;;
ITS2_susy4pAB;R6-3-S172;R6-3;A6_RR3;NA;;Ranunculus_repens;Ranunculus;NA;Alb;AEG06;stigma;04.05.2022;stigma;anna;plate;int;0,72;0,81;1,04;1,6;;
ITS2_susy4pAB;A7-1-S145;A7-1;A7_RP1;NA;;Ranunculus_cf._pseudomontanus;Ranunculus;NA;Alb;AEG07;stigma;02.05.2022;stigma;anna;plate;low;0,76;0;0;0,87;;
ITS2_susy4pAB;A7-2-S146;A7-2;A7_RP2;NA;;Ranunculus_cf._pseudomontanus;Ranunculus;NA;Alb;AEG07;stigma;02.05.2022;stigma;anna;plate;low;0,76;0;0;0,87;;
ITS2_susy4pAB;A7-3-S147;A7-3;A7_RP3;NA;;Ranunculus_cf._pseudomontanus;Ranunculus;NA;Alb;AEG07;stigma;02.05.2022;stigma;anna;plate;low;0,76;0;0;0,87;;
ITS2_susy4pAB;B-2022-PL-01-GERS-S183;B-2022-PL-01-GERS;B_2022_PL_01_GERS;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-02-HORT-S184;B-2022-PL-02-HORT;B_2022_PL_02_HORT;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-03-LUCO-S185;B-2022-PL-03-LUCO;B_2022_PL_03_LUCO;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-04-MESO-S186;B-2022-PL-04-MESO;B_2022_PL_04_MESO;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-05-MONT-S187;B-2022-PL-05-MONT;B_2022_PL_05_MONT;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-06-PASC-S279;B-2022-PL-06-PASC;B_2022_PL_06_PASC;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-07-PRAT-S189;B-2022-PL-07-PRAT;B_2022_PL_07_PRAT;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-08-PYRE-S190;B-2022-PL-08-PYRE;B_2022_PL_08_PYRE;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-09-RUDE-S191;B-2022-PL-09-RUDE;B_2022_PL_09_RUDE;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-10-SICH-S192;B-2022-PL-10-SICH;B_2022_PL_10_SICH;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-11-SORO-S264;B-2022-PL-11-SORO;B_2022_PL_11_SORO;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-12-WURF-S194;B-2022-PL-12-WURF;B_2022_PL_12_WURF;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-13A-WURF-S195;B-2022-PL-13A-WURF;B_2022_PL_13A_WURF;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;B-2022-PL-13B-WURF-S196;B-2022-PL-13B-WURF;B_2022_PL_13B_WURF;NA;;;;NA;;NA;pollen;;pollen;marielle;;;;;;;;
ITS2_susy4pAB;Bi-P1718001;Bi-P1718001;Bi-P1718001;NA;;Megachile rotundata;Megachile;NA;Alb;AEG01;reed_pollen;2017;reed_pollen;birte;;;0;1,85;2,04;1,97;;
ITS2_susy4pAB;Bi-P1718009;Bi-P1718009;Bi-P1718009;NA;;Heriades truncorum;Heriades;NA;Alb;AEG01;reed_pollen;2017;reed_pollen;birte;;;0;1,85;2,04;1,97;;
ITS2_susy4pAB;Bi-P1718023;Bi-P1718023;Bi-P1718023;NA;;Osmia bicornis;Osmia;NA;Alb;AEG01;reed_pollen;2017;reed_pollen;birte;;;0;1,85;2,04;1,97;;
ITS2_susy4pAB;Bi-P1718094;Bi-P1718094;Bi-P1718094;NA;;Osmia bicornis;Osmia;NA;Alb;AEG01;reed_pollen;2017;reed_pollen;birte;;;0;1,85;2,04;1,97;;
ITS2_susy4pAB;Bi-P1718110;Bi-P1718110;Bi-P1718110;NA;;Heriades truncorum;Heriades;NA;Alb;AEG01;reed_pollen;2017;reed_pollen;birte;;;0;1,85;2,04;1,97;;
ITS2_susy4pAB;Bi-P1718070;Bi-P1718070;Bi-P1718070;NA;;Osmia bicornis;Osmia;NA;Alb;AEG02;reed_pollen;2017;reed_pollen;birte;;;0;2,78;13,22;4;;
ITS2_susy4pAB;Bi-P1718071;Bi-P1718071;Bi-P1718071;NA;;Osmia bicornis;Osmia;NA;Alb;AEG02;reed_pollen;2017;reed_pollen;birte;;;0;2,78;13,22;4;;
ITS2_susy4pAB;Bi-P1718115;Bi-P1718115;Bi-P1718115;NA;;Osmia bicornis;Osmia;NA;Alb;AEG02;reed_pollen;2017;reed_pollen;birte;;;0;2,78;13,22;4;;
ITS2_susy4pAB;Bi-P1718116;Bi-P1718116;Bi-P1718116;NA;;Megachile rotundata;Megachile;NA;Alb;AEG02;reed_pollen;2017;reed_pollen;birte;;;0;2,78;13,22;4;;
ITS2_susy4pAB;ZR308-S280;ZR308;ZR_308;3;;Osmia_bicornis;Osmia;NA;Alb;AEG21;reed_pollen;2021;reed_pollen;susi_ale;;;3,22;1,06;0;2,07;;
ITS2_susy4pAB;Bi-P1718072;Bi-P1718072;Bi-P1718072;NA;;Osmia bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2017;reed_pollen;birte;;;0,67;0,93;1,81;1,85;;
ITS2_susy4pAB;Bi-P1718073;Bi-P1718073;Bi-P1718073;NA;;Osmia bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2017;reed_pollen;birte;;;0,67;0,93;1,81;1,85;;
ITS2_susy4pAB;Bi-P1718074;Bi-P1718074;Bi-P1718074;NA;;Osmia bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2017;reed_pollen;birte;;;0,67;0,93;1,81;1,85;;
ITS2_susy4pAB;Bi-P1718075;Bi-P1718075;Bi-P1718075;NA;;Osmia bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2017;reed_pollen;birte;;;0,67;0,93;1,81;1,85;;
ITS2_susy4pAB;Bi-P1718147;Bi-P1718147;Bi-P1718147;NA;;Osmia bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2018;reed_pollen;birte;;;1,24;0,96;1,59;1,95;;
ITS2_susy4pAB;Bi-P1718148;Bi-P1718148;Bi-P1718148;NA;;Osmia bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2018;reed_pollen;birte;;;1,24;0,96;1,59;1,95;;
ITS2_susy4pAB;ZR142A-S364;ZR142A;ZR_142A;3;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR142B-S365;ZR142B;ZR_142B;2;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR142C-S366;ZR142C;ZR_142C;3;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR143A-S239;ZR143A;ZR_143A;2;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR143B-S368;ZR143B;ZR_143B;2;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR143C-S369;ZR143C;ZR_143C;2;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR144A-S370;ZR144A;ZR_144A;2;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR144B-S371;ZR144B;ZR_144B;1;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR144C-S372;ZR144C;ZR_144C;2;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR317-S168;ZR317;ZR_317;4;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR319-S281;ZR319;ZR_319;1;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR321A-S171;ZR321A;ZR_321A;1;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR321B-S172;ZR321B;ZR_321B;2;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR321C-S173;ZR321C;ZR_321C;1;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR141A-S361;ZR141A;ZR_141A;4;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR141B-S242;ZR141B;ZR_141B;3;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR141C-S363;ZR141C;ZR_141C;3;;Osmia_bicornis;Osmia;NA;Alb;AEG04;reed_pollen;2021;reed_pollen;susi_ale;;;0,92;1,06;1,16;1,77;;
ITS2_susy4pAB;ZR139A-S355;ZR139A;ZR_139A;2;;Osmia_caerulescens;Osmia;NA;Alb;AEG46;reed_pollen;2021;reed_pollen;susi_ale;;;2,26;0;0;1,5;;
ITS2_susy4pAB;ZR139B-S356;ZR139B;ZR_139B;2;;Osmia_caerulescens;Osmia;NA;Alb;AEG46;reed_pollen;2021;reed_pollen;susi_ale;;;2,26;0;0;1,5;;
ITS2_susy4pAB;ZR139C-S357;ZR139C;ZR_139C;2;;Osmia_caerulescens;Osmia;NA;Alb;AEG46;reed_pollen;2021;reed_pollen;susi_ale;;;2,26;0;0;1,5;;
ITS2_susy4pAB;ZR140A-S358;ZR140A;ZR_140A;2;;Osmia_sp;Osmia;NA;Alb;AEG46;reed_pollen;2021;reed_pollen;susi_ale;;;2,26;0;0;1,5;;
ITS2_susy4pAB;ZR140B-S359;ZR140B;ZR_140B;2;;Osmia_sp;Osmia;NA;Alb;AEG46;reed_pollen;2021;reed_pollen;susi_ale;;;2,26;0;0;1,5;;
ITS2_susy4pAB;ZR140C-S360;ZR140C;ZR_140C;4;;Osmia_sp;Osmia;NA;Alb;AEG46;reed_pollen;2021;reed_pollen;susi_ale;;;2,26;0;0;1,5;;
ITS2_susy4pAB;ZR318-S169;ZR318;ZR_318;1;;Osmia_bicornis;Osmia;NA;Alb;AEG46;reed_pollen;2021;reed_pollen;susi_ale;;;2,26;0;0;1,5;;
ITS2_susy4pAB;Bi-P1718069;Bi-P1718069;Bi-P1718069;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2017;reed_pollen;birte;;;0,32;0;2,64;1,72;;
ITS2_susy4pAB;Bi-P1718076;Bi-P1718076;Bi-P1718076;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2017;reed_pollen;birte;;;0,32;0;2,64;1,72;;
ITS2_susy4pAB;Bi-P1718078;Bi-P1718078;Bi-P1718078;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2017;reed_pollen;birte;;;0,32;0;2,64;1,72;;
ITS2_susy4pAB;Bi-P1718080;Bi-P1718080;Bi-P1718080;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2017;reed_pollen;birte;;;0,32;0;2,64;1,72;;
ITS2_susy4pAB;Bi-P1718114;Bi-P1718114;Bi-P1718114;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2017;reed_pollen;birte;;;0,32;0;2,64;1,72;;
ITS2_susy4pAB;Bi-P1718144;Bi-P1718144;Bi-P1718144;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2018;reed_pollen;birte;;;1,01;0,96;1,59;1,89;;
ITS2_susy4pAB;Bi-P1718145;Bi-P1718145;Bi-P1718145;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2018;reed_pollen;birte;;;1,01;0,96;1,59;1,89;;
ITS2_susy4pAB;Bi-P1718149;Bi-P1718149;Bi-P1718149;NA;;Osmia bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2018;reed_pollen;birte;;;1,01;0,96;1,59;1,89;;
ITS2_susy4pAB;ZR154A-S293;ZR154A;ZR_154A;3;;Osmia_caerulescens;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR154B-S6;ZR154B;ZR_154B;3;;Osmia_caerulescens;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR154C-S7;ZR154C;ZR_154C;3;;Osmia_caerulescens;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR155A-S269;ZR155A;ZR_155A;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR155B-S10;ZR155B;ZR_155B;4;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR155C-S9;ZR155C;ZR_155C;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR156A-S11;ZR156A;ZR_156A;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR156B-S12;ZR156B;ZR_156B;2;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR156C-S13;ZR156C;ZR_156C;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR157A-S252;ZR157A;ZR_157A;2;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR157B-S15;ZR157B;ZR_157B;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR158-S16;ZR158;ZR_158;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR159A-S17;ZR159A;ZR_159A;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR159C-S268;ZR159C;ZR_159C;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR160A-S20;ZR160A;ZR_160A;3;;Osmia_caerulescens;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR160B-S23;ZR160B;ZR_160B;3;;Osmia_caerulescens;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR160C-S21;ZR160C;ZR_160C;3;;Osmia_caerulescens;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR160D-S22;ZR160D;ZR_160D;4;;Osmia_caerulescens;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR161-S24;ZR161;ZR_161;2;;NA;NA;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR162A-S25;ZR162A;ZR_162A;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR162B-S26;ZR162B;ZR_162B;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR162C-S253;ZR162C;ZR_162C;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR163A-S28;ZR163A;ZR_163A;2;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR163B-S29;ZR163B;ZR_163B;2;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR164-S267;ZR164;ZR_164;2;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR165-S31;ZR165;ZR_165;3;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR166-S32;ZR166;ZR_166;2;;Osmia_bicornis;Osmia;NA;Alb;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;ZR159B-S18;ZR159B;ZR_159B;3;;Osmia_bicornis;Osmia;NA;Alb ;AEG05;reed_pollen;2021;reed_pollen;susi_ale;;;1,46;0;0,21;1,3;;
ITS2_susy4pAB;Bi-P1718003;Bi-P1718003;Bi-P1718003;NA;;Megachile rotundata;Megachile;NA;Alb;AEG06;reed_pollen;2017;reed_pollen;birte;;;2,21;0,93;1,22;2,09;;
ITS2_susy4pAB;Bi-P1718004;Bi-P1718004;Bi-P1718004;NA;;Osmia leaiana;Osmia;NA;Alb;AEG06;reed_pollen;2017;reed_pollen;birte;;;2,21;0,93;1,22;2,09;;
