Pflanzenname,Family,order,SampleID,Caproic,Methylheptanoic1,Methylheptanoic2,Caprylic,Pelargonic,Methylnonanoic1,Capric,Methyldecanoic1,Lauric,Methyldodecanoic1,Methyldodecanoic2,Tetradecenoic,Myristic ,Myristoleic,Methyltetradecanoic1,Methyltetradecanoic2,Methyltetradecanoic3,Pentadecenoic,Pentadecanoic,Methylpentadecenoic,Hexadecadienoic1Hexadecenoic1,Methylpentadecanoic1,Hexadecadienoic2,Hexadecadienoic3Hexadecatrienoic ,Palmitoleic,Hexadecenoic2,Hexadecadienoic4,Methylpentadecanoic2,Hexadecenoic3,Palmitic,Hexadecadienoic5,Unknown,Methylhexadecanoic1,Methylhexadecenoic,Methylhexadecanoic2,Heptadecadienoic,Methylhexadecanoic3,Heptadecenoic1,Heptadecenoic2,Heptadecenoic3,Margaric,Octadecatrienoic1,Octadecenoic1,Octadecadienoic1,Octadecatrienoic2Octadecadienoic2,Octadecadienoic3Octadecenoic3,Linoleic,LinolenicOleic,Octadecenoic4,Elaidic,StearicOctadecatrienoic4,Octadecatrienoic5,Octadecatrienoic6Octadecadienoic2,Octadecadienoic3Octadecatrienoic7,Octadecatrienoic8,Octadecatrienoic9Octadecadienoic4,Methyloctadecanoic1,Methyloctadecanoic2,Octadecatrienoic10,Octadecatrienoic11Eicosenoic1,Octadecatrienoic12,Eicosatrienoic1,Arachidonic,Methylnonadecanoic,Eicosadienoic1,Eicosenoic2,Eicosenoic3,Eicosenoic4,Eicosatrienoic2,Eicosadienoic2,Arachidic,Unknown,Methyleicosenoic,Unknown1,Methyleicosanoic1,Methyleicosanoic2,Erucic,Docosenoic1,Behenic,Docosenoic2,Methyldocosanoic,Tricosenoic2,Tricosanoic,Methyltricosanoic,Tetracosenoic1,Nervonic,Tetracosenoic2,Lignoceric,unknown,Methyldocosenoic,Tetracosenoic3,Methyltetracosanoic,Methylpentacosanoic,Unknown,Ximenic,Cerotic,Methylhexacosenoic,Octacosenoic,Montanic,Methyloctacosenoic,Methyloctacosanoic,Mellisic,Sum,Unsaturated_saturated
Heracleum_sphondylium,Apiaceae,Apiales,LN_209,807.0126624,0,0,80.83534972,3.449055222,0,32.43469348,29.70090279,25.54997917,40.55520019,0,0,244.8398373,0,0,18.02465736,0,0,75.84551943,0,0,0,0,0,42.75252593,211.2542271,0,208.2098305,0,8635.353745,0,0,72.94218408,0,29.53188147,0,0,0,0,0,166.2048541,0,0,64.53180897,50.82704087,0,1722.791217,4642.178949,0,114.1882135,2786.830103,281.0311534,7696.358483,371.8153208,48.38564057,193.5847812,0,0,432.6156627,73.89512972,627.1935958,0,0,0,0,0,311.3783627,0,195.81482,0,82.5711265,0,0,0,107.6885068,0,0,1192.760852,348.4620055,618.7994438,0,0,145.8641196,0,0,0,133.9200832,333.5502748,0,0,0,0,0,0,0,31.37632366,0,0,24.73395528,0,0,0,33357.64408,1.327564363
Hieracium_piloselloides,Asteraceae,Asterales,NB294,124.7367207,0,0,736.3911323,79.71298135,0,66.18885414,53.98379465,186.3905033,0,0,0,477.7312762,0,0,0,64.035622,11.09918853,91.39608285,0,0,46.8930325,0,0,128.5952763,84.61166597,220.6377376,0,757.28601,5710.04478,54.20560494,0,0,0,0,0,0,106.8310418,408.2106044,26.58203559,167.7852993,0,0,0,668.3777953,849.8803345,5014.964613,6575.463853,586.3198781,0,1829.529096,144.7103982,2069.686744,471.3124329,260.1451874,0,58.80119393,0,283.7204427,129.880088,0,0,0,0,0,0,0,0,0,0,2140.090405,0,0,0,162.9882235,0,0,0,1462.530966,0,0,0,95.36881185,0,0,158.0222641,0,550.4540622,0,0,0,0,0,0,0,161.5822137,0,0,0,0,0,0,33277.17825,1.247203999
Hypericum_perforatum,Hypericaceae,Malpighiales,KH27,0,0,0,0,3.04008749,4.12699881,31.7122458,0,81.1995477,0,0,0,151.505696,0,0,0,0.73932349,0,6.62845328,0,0,0,0,0.77587771,3.9018248,8.83519375,24.5525381,0,0,506.4657453,0,0,1.02187411,0,0,0,0,0,0,0.57939006,7.17706358,0,0,10.5661538,0,16.3407419,581.321935,283.077626,0,0,95.3433226,7.94383671,136.621412,12.8301005,12.9105637,5.85679296,0,0,14.9102321,0,0,0,0,0,0,2.57502983,0,0,0,0,42.4674382,0,0,0,0,4.79054482,0,0,22.4731831,0,0,0,9.99347831,0,0,0,0,17.4507491,0,0,0,0,0,0,0,2.23128565,11.741137,0,0,1.65992507,0,0,2125.367348,1.149122834
Hypochaeris_radicata,Asteraceae,Asterales,NB341_FA,164.9696554,0,0,634.1893548,73.96497623,0,230.1364873,0,4741.834518,0,0,134.6608358,1242.353511,244.2236076,0,0,0,0,82.50214419,0,0,0,0,0,204.0832193,35.85603772,0,0,487.9073173,6690.939191,0,0,0,466.8806046,0,0,0,0,0,0,148.5718203,0,0,0,0,0,3373.317541,7338.802336,94.16094142,0,814.5464586,0,1274.526512,103.0675478,97.41055278,0,0,0,102.2014932,0,0,0,0,0,0,0,0,190.5125158,0,0,2560.31395,0,0,0,0,756.0053657,0,0,2166.714002,0,0,0,287.6711959,0,0,0,0,827.6936142,0,0,0,0,0,0,0,127.8066416,0,0,297.854768,0,0,0,35995.67872,0.613074711
Jasione_montana,Campanulaceae,Asterales,J82_1,91.48599333,0,0,54.62177793,114.6604906,0,61.38430882,39.66511183,121.0146846,17.86258124,0,0,954.2231885,7.119457968,13.28061067,0,0,0,202.8760716,0,0,0,0,0,241.5828372,50.35326466,0,23.71934923,0,6723.830699,0,0,6.218903577,11.46751368,7.721991125,0,0,0,0,0,192.1934189,0,0,0,0,0,3112.346414,7135.542696,0,30.28726492,2173.078048,321.9357386,247.672669,3447.0163,462.8044056,153.1638313,0,0,510.1837213,0,0,0,0,0,0,0,0,0,0,0,452.0501079,0,0,0,0,0,0,0,238.808729,0,0,0,41.76836991,0,0,0,0,369.9905482,0,0,0,0,0,0,0,55.40476494,0,0,0,0,0,0,27687.33586,1.31357723
Juglans_regia,Juglandaceae,Fagales,SL_J3_2_FA_2,0,0,0,0,181.7092824,0,31.51258423,0,50.26429208,0,0,0,304.8331058,0,0,0,0.873344308,0,78.94574619,0,0,0,0,0,0,448.5899415,0,0,0,71631.02408,0,0,0,0,10.04987417,0,0,0,0,0,317.3218867,0,0,0,114.3900486,0,10700.74559,43419.8288,0,690.9197421,0,7708.598331,741.0021633,4162.444336,53974.86497,1130.771332,237.6058027,74.82568496,1422.386298,646.7906462,49.13981922,0,0,0,48.47472191,314.4800938,0,0,0,0,0,0,0,0,0,454.6586287,0,0,740.9155065,0,0,0,155.8059217,0,0,8.752656507,0,979.5299125,0,0,0,163.3142347,0,0,0,183.3259791,0,0,0,0,0,0,201178.6954,1.6612165
Laburnum_anagyroides,Fabaceae,Fabales,SL_J564_1_FA_2,0,0,0,0,50.53625612,0,22.29334122,0,51.93354956,0,0,0,149.3461465,0,0,0,6.48003931,0,58.0449571,0,0,0,0,0,47.99415423,103.0580187,0,0,0,8645.682573,0,0,0,0,8.587820542,0,0,0,0,157.4224246,0,0,0,0,6.474515849,0,7036.028429,8506.136682,0,150.3868685,2168.218784,100.4727604,3400.177206,499.9771865,224.1577418,0,164.3695282,8.858416801,183.6261333,76.39114525,0,0,0,0,63.58498866,0,0,0,0,0,0,0,0,0,0,0,0,0,174.7460612,0,0,0,38.60344645,0,0,0,0,144.8982549,0,0,0,17.16799002,0,0,0,0,0,0,0,0,0,0,32265.65542,1.718896094
Lamium_album,Laminaceae,Laminales,NB_195,464.6711218,0,0,211.1300331,1.02746013,0,42.0621285,70.39763827,14.43159781,0,0,0,151.5530231,0,0,0,0,0,85.46196288,0,18.49248112,0,0,0,62.34070124,34.414639,0,32.17502303,0,3975.808299,0,0,42.06790077,0,37.73541452,0,0,0,0,0,98.36798582,73.92445572,0,0,0,0,1507.341026,3589.359418,0,203.9728518,1352.364975,101.5394308,4042.618353,1488.224782,200.6896036,246.6342754,0,0,190.0754857,74.19116417,0,0,0,0,0,114.9770332,0,0,0,0,361.4081941,0,0,0,88.02942096,0,0,0,353.4284294,0,0,0,107.501193,0,0,0,0,194.5407033,0,0,0,0,0,0,0,65.29171622,0,0,31.66135078,0,0,0,19729.91127,1.535614732
Lamium_galeobdolon,Laminaceae,Laminales,NB_62,110.7753134,0,0,0,49.12830021,0,276.0060586,54.27796547,845.6322384,53.79998916,0,0,1331.050996,0,0,0,13.6036496,0,90.63308256,0,0,0,0,0,93.5004283,97.52416944,0,120.9853976,0,9064.845262,0,0,15.07844551,0,54.70408135,0,0,0,0,0,170.5696357,29.09448624,0,150.4221832,0,0,7982.753973,15542.20904,0,173.4207644,2361.640509,324.2722727,6578.581425,410.9713371,103.867632,237.2525886,0,0,611.362222,225.8096309,0,153.0586663,0,0,0,258.5245146,0,0,0,0,216.7181955,0,0,0,0,0,605.6377729,0,512.9100957,0,0,0,0,101.6233625,0,54.41674931,0,252.0687617,0,0,0,0,0,0,0,62.26638353,0,0,23.40073002,0,0,0,49414.39831,2.131116453
Lamium_maculatum,Laminaceae,Laminales,NB82_FA,0,0,0,396.7823312,141.0202805,0,547.1028336,0,24.33659936,0,0,0,256.6980887,0,0,0,0,0,80.4704018,0,0,0,0,0,132.0253002,0,0,117.2480187,0,7348.5571,0,0,0,0,0,0,0,0,0,0,133.0911114,0,0,0,0,166.5076175,0,8902.506183,0,0,714.8232257,194.055272,1949.73751,0,117.1721221,115.3381844,0,0,144.3169261,0,0,0,0,0,0,0,367.33262,0,0,0,911.039102,0,0,0,0,0,0,0,392.5714887,0,0,0,54.74701763,0,0,0,0,210.6900186,0,0,0,0,0,0,0,60.15429368,0,0,0,0,0,0,23478.32365,1.061431156
Lamium_purpureum,Laminaceae,Laminales,LN_222 ,879.9053795,0,0,15.11788001,103.2968977,0,57.60524043,0,23.82962773,0,0,0,33.65248596,0,0,0,0,0,27.17629098,0,0,0,0,0,0,0,0,0,0,220.2990163,0,0,0,0,0,0,0,0,0,0,21.65217155,0,0,0,0,0,46.14373137,50.66651094,0,0,37.08870387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.12027159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537.554208,0.067194619
Lathyrus_latifolius,Fabaceae,Fabales,NB265_FA,0,0,0,76.01702691,81.05636457,0,144.6248543,0,2.610026106,0,0,0,395.2463812,0,0,0,0,0,134.300046,0,0,0,0,0,91.86186735,129.433334,0,205.5027958,0,34440.89963,0,0,0,0,0,0,56.40055251,0,0,0,185.0297762,0,0,26.39986241,0,0,0,70432.91229,0,0,1787.756437,45.21593849,0,3246.363712,359.5077463,327.9115097,0,0,369.2134993,0,0,586.357541,0,0,0,0,0,0,0,0,726.2710802,0,0,0,0,0,0,0,516.3790145,0,0,0,59.22183949,0,0,0,0,804.7164481,0,0,0,0,0,0,0,84.6390526,0,0,0,0,0,0,115315.8486,1.904632209
Lathyrus_pratensis,Fabaceae,Fabales,LN_317,533.1610518,0,0,0,126.1321916,0,44.68559777,68.96707265,43.77951783,28.67203813,0,0,365.2720101,0,0,0,0,0,130.2922501,0,0,0,0,0,91.70998265,119.2568751,0,85.5316223,0,24001.02779,0,0,20.00965286,0,46.79198003,0,0,0,0,0,173.590165,36.58766606,0,100.4838727,126.4827309,0,14600.27462,15284.40375,0,0,7537.834847,529.6709973,18906.47284,1631.556048,983.8620864,462.052354,0,0,1150.054266,129.6616942,147.5125999,0,0,0,47.15616122,89.93635567,0,0,396.0990813,0,505.5997253,0,0,0,135.6836973,0,0,0,717.1898308,0,0,0,90.54655975,0,0,0,0,563.617655,0,0,0,0,0,0,0,90.66182182,0,0,254.8526679,0,0,0,90397.13372,1.54182287
Leontodon_spc,Asteraceae,Asterales,NB159_FA,175.7270392,0,0,214.1639867,117.8875382,0,107.6742255,64.06915797,1423.034256,0,0,0,2119.541247,0,28.97951061,0,0,0,105.0737975,0,0,0,0,0,144.9803708,75.13807523,0,0,0,7229.271752,0,0,0,0,0,0,0,0,0,0,64.22389253,0,0,0,532.3976683,0,4108.856827,7900.54253,60.58078896,0,708.1223096,119.6225312,1721.664549,188.2265292,113.3463967,0,0,0,122.1589794,0,148.1552747,0,0,0,0,0,0,142.4523251,0,0,772.2459732,0,0,0,0,217.7764469,0,0,962.8786268,0,0,0,125.5159788,0,0,134.7926514,0,508.4619472,0,0,0,0,0,0,0,214.9904068,0,0,822.1937406,0,0,0,31494.74733,0.970659412
Leucanthemum_vulgare,Asteraceae,Asterales,LN_270,213.8519623,0,0,0,19.75405994,0,1809.317891,23.28216657,74.42288537,19.15868423,0,0,197.7283794,0,0,0,94.17971984,0,53.03725803,0,0,0,0,0,0,224.8851739,0,108.239198,0,4573.311454,0,0,28.66123344,0,36.59119763,0,0,0,0,0,106.1961392,0,0,71.1803027,0,0,4514.733569,5092.237522,0,0,2155.015512,70.2769451,1596.951225,676.3959857,140.3351411,143.2010506,0,73.26038863,166.5368634,40.71160375,54.09814049,0,0,0,0,321.1390148,0,0,314.2419845,0,1445.323259,0,1979.173533,0,132.7846771,0,0,0,224.1936251,0,0,0,60.70079174,0,0,80.11078796,0,222.6354833,0,0,0,0,0,0,0,198.6446237,0,0,70.80462899,0,0,75.81274902,27503.11681,1.288701626
Linaria_vulgaris,Plantaginaceae,Laminales,NB48_FA,0,0,0,0,161.7126915,0,212.2526131,0,164.0713681,0,0,0,370.8524867,0,45.97987543,0,0,0,123.432245,0,0,0,0,0,206.983979,55.61230848,0,0,0,3993.546257,0,0,0,0,0,0,54.99240555,0,72.63901353,0,826.3536898,0,0,0,0,0,0,0,86.38417081,0,653.8986241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.6309598,0,0,630.6393045,0,0,0,284.8261758,96.39157671,0,0,440.6255571,0,0,0,118.199286,0,0,0,0,244.6648701,0,0,0,0,0,0,0,83.18686479,0,0,140.4006031,0,0,0,9230.276926,0.058680014
Lotus_corniculatus,Fabaceae,Fabales,LN_292,40.8773358,0,0,0,0,0,13.06834403,64.06886945,62.90507571,0,0,0,267.4565215,0,0,0,0,0,67.03561933,0,0,0,0,0,38.9109509,24.22522291,0,49.56847074,0,7575.687349,0,0,64.76831093,0,0,0,0,0,0,0,99.2460502,11.7445084,0,21.97650669,0,110.8468827,5100.047422,1536.515098,0,147.5896342,918.5541127,77.99382395,2969.730538,817.2385837,139.6524992,140.6229471,0,56.6246373,155.4072902,82.18876918,118.4618025,0,0,0,19.1813333,55.17995287,0,0,57.3458314,0,728.3941412,0,163.8321182,0,134.1929397,0,0,0,330.9130789,0,0,0,72.97005736,0,0,46.74285357,0,395.223548,0,0,0,0,0,0,0,67.37669829,0,0,18.04985189,0,0,0,22862.41558,1.073315947
Malus_domestica,Rosaceae,Rosales,NB_63,525.0852553,0,0,0,0,0,4.490307894,60.68615099,0,69.62318432,0,65.36087588,254.8428226,0,34.10133116,15.11407944,57.14606188,46.49623017,190.0930966,0,36.24672401,0,0,0,675.8284976,0,0,75.85227965,0,6335.154127,0,0,72.00204296,0,36.78604192,0,0,0,0,0,161.5886338,0,0,102.4098419,0,111.1890306,4970.685569,2806.476491,0,195.3996507,1549.244691,135.7691204,6137.130215,2787.885322,189.6558089,367.1727225,0,0,227.3627746,0,0,0,0,0,82.7307307,105.567238,0,0,0,0,421.519873,0,0,0,371.2801296,0,0,0,661.7474744,0,0,0,91.73121476,0,0,0,0,499.4270228,0,0,0,29.02551177,0,0,0,161.1712855,0,0,0,0,0,0,30721.07946,1.630744604
Matricaria_chamomilla,Asteraceae,Asterales,NB201_FA,0,0,0,193.2894536,31.17989192,0,362.9750492,0,63.40750105,0,0,0,889.9804539,0,49.43729189,0,0,0,53.0496641,0,0,0,0,0,79.61913284,148.0431564,0,32.41442892,0,2817.869189,0,0,0,48.17962909,0,0,0,0,0,0,52.43682207,0,0,0,0,0,1670.615044,1495.889404,115.1815576,0,757.3886523,0,315.2347015,136.4763375,0,0,0,0,0,0,0,0,0,0,0,0,0,114.9716669,0,0,400.0471944,0,0,0,0,0,0,0,109.9340461,0,0,0,78.52322828,0,0,0,0,0,0,0,0,0,0,0,0,182.7947642,0,0,201.8148604,0,0,0,10400.75312,0.644460092
Medicago_lupulina,Fabaceae,Fabales,NB_245,556.5473305,0,0,3.611774096,0,0,7.001532566,51.92566825,47.32632788,0,0,0,319.9646829,0,0,0,24.1630813,0,84.39796912,0,0,0,0,0,77.56249897,29.05643913,0,0,0,3100.359761,0,0,0,0,0,0,0,0,0,0,101.7529991,0,0,0,0,0,231.9542837,576.6536598,0,89.17444201,718.0707639,42.9178071,1495.408183,433.5250102,81.74688347,100.8754254,22.48045469,38.64270761,127.031483,53.4727333,0,0,0,0,51.62213071,59.28326044,0,0,0,0,316.7527214,0,0,0,63.99271891,0,0,0,216.2975199,0,0,0,54.21102721,0,0,0,0,145.3634304,0,0,0,0,0,0,0,78.04701232,0,0,41.92014102,0,0,31.82225255,9474.936116,0.572694375
Medicago_sativa,Fabaceae,Fabales,LN333,145.0150977,0,0,273.211157,28.76003542,0,44.85809735,0,33.06433085,0,0,0,217.7029589,0,0,0,19.64838899,0,98.89261753,0,0,0,0,0,151.4161687,110.7232536,0,93.01550111,0,24670.65299,0,0,0,0,0,0,0,0,0,0,136.3501493,0,0,0,0,260.2115407,11018.36553,15632.86373,0,0,3158.901313,413.0256687,9649.257719,900.7033823,706.9697502,286.0863552,259.9900431,0,829.9198554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.6603494,0,0,0,58.45613576,0,0,0,0,442.4615949,0,0,0,0,0,0,0,60.16460977,0,0,0,0,0,0,69986.34832,1.330795683
Myosotis_arvensis,Boraginaceae,Boraginales,NB_214,1246.334754,0,0,31.08286177,0,0,1.835363108,0,0,0,0,0,1667.900525,0,0,0,0,0,60.62916193,0,0,0,0,0,53.1326866,35.12391573,0,55.93604245,0,2192.299854,0,0,0,0,0,0,0,0,0,0,70.75969638,80.17006116,0,0,0,0,1323.0855,2640.572794,0,149.8057808,631.017504,0,211.460632,165.6777987,0,65.53627098,0,74.28585631,0,0,0,0,0,0,0,49.07566615,0,0,0,0,169.8373503,0,0,0,43.9985671,0,0,0,170.0941183,0,0,0,46.42931302,0,0,0,0,223.7981525,0,0,0,0,0,0,0,111.9855502,0,0,0,0,0,0,11571.86578,0.702189371
Onobrychis_viciifolia,Fabaceae,Fabales,KH14,0,0,0,0,4.44417487,0,2.49417713,0,12.5399262,0,0,0,26.2978735,0,0,0,0,0,8.80225196,0,0.24642216,0,0,0,6.32300711,4.35193949,33.9217983,0,0,1146.622098,0,0,0,0,0,0,0,0,0,0,8.70073026,0,0,0,2.04666658,16.1884564,960.637702,816.073141,0,0,114.04862,21.5866766,354.424947,35.7194112,28.2894105,9.90019033,0,0,55.8894354,0,0,0,0,0,0,25.7417285,0,0,10.3545285,0,23.6224263,0,0,0,0,7.82287622,0,0,34.9348389,0,0,0,6.20847154,0,0,0,0,17.8684803,0,0,0,0,0,0,0,1.69893988,0,0,0,0,0,0,3797.801346,1.681862554
Origanum_vulgare,Laminaceae,Laminales,NB464,162.9661017,0,0,0,0,0,47.29058239,26.17766466,67.85407472,0,0,0,506.0196862,0,0,0,39.23129221,0,52.43070727,0,0,30.71526008,0,0,65.37831498,56.7445008,0,69.21122129,0,6486.226577,0,0,0,0,0,0,64.6856823,0,0,0,292.7213498,0,0,0,0,0,905.7526349,2098.433381,141.6525273,0,1113.056956,134.4794332,1446.006771,203.4305695,143.4528678,109.9171077,0,0,195.7495843,0,0,0,0,0,0,0,0,121.364188,0,0,359.9952568,0,0,0,41.37112605,0,0,0,218.7100361,0,0,0,54.40488546,0,0,0,0,186.4685438,0,0,0,0,54.81168799,0,0,160.011578,0,0,58.86528263,0,0,0,15715.58743,0.557043123
Papaver_dubium,Papaveraceae,Ranunculales,NB364_FA,0,0,0,19.19265503,33.9242279,0,78.33298729,93.8517867,91.96348628,0,0,0,180.0065077,0,0,0,0,0,68.22561171,0,0,64.39508901,0,0,0,84.27768304,0,320.1030123,0,9260.12394,0,0,0,42.75390655,0,0,0,0,0,0,14.61140677,0,103.6476918,0,0,180.1852011,7636.6699,17325.3948,61.99417302,0,449.9301313,208.2921117,1798.673213,100.2441606,167.6667939,84.17225965,0,0,150.8670641,0,0,0,0,0,0,0,0,0,0,0,60.35642602,0,0,0,0,0,0,0,345.1900769,0,0,0,52.85751188,0,0,36.36893513,0,376.3700668,0,0,0,0,0,0,0,73.78460236,0,0,0,0,0,0,39564.42742,2.403106643
Papaver_rhoeas,Papaveraceae,Ranunculales,NB_217,758.8983279,0,0,59.09151126,54.23260301,31.48235733,77.00244146,53.71658013,46.79321417,0,0,0,229.8545619,0,0,0,0,0,101.7855994,0,0,50.88839848,0,0,123.7850284,118.5555995,0,140.6006159,0,15997.82834,0,0,49.38895475,0,47.97457051,0,76.41047626,0,0,0,111.5167261,0,0,195.7557329,146.8427901,0,9514.552042,12461.36919,0,114.870584,2243.591157,524.679507,12636.91496,1764.178104,750.2833062,305.0593371,0,0,922.4659169,104.7510067,0,0,0,0,0,204.5022203,0,0,0,0,240.8928202,0,0,0,0,0,0,0,743.9481039,0,0,0,73.45090642,0,0,0,0,354.1002398,0,0,0,0,0,373.2168501,0,44.63878077,0,0,0,0,0,0,61849.86947,1.84771188
Phacelia_tanacetifolia,Boraginaceae,Boraginales,NB_150,465.8157356,0,0,37.31135667,0,0,68.4475675,58.92323365,28.20305715,0,0,0,355.4436038,0,0,0,14.11663388,0,90.98035139,0,0,0,0,0,294.17542,156.2229581,0,92.31133059,0,5800.897653,0,0,91.24032791,0,35.98898259,0,0,0,0,0,98.55854135,0,0,45.3948281,0,0,1105.404021,2142.053116,0,250.1884894,1405.11239,0,4290.679513,880.5332439,231.318881,198.4771921,0,0,227.3055477,38.50755377,53.35360815,0,0,0,38.65014072,49.49303677,0,0,0,0,227.7519665,0,0,0,0,0,0,0,245.1544796,0,32.98276678,0,51.52517518,0,0,18.79250719,0,138.9552579,0,0,0,0,0,0,0,120.7443938,0,0,60.18714943,0,0,31.58374095,19572.78575,1.049026676
Plantago_lanceolata,Plantaginaceae,Laminales,NB_126,0,0,0,0,0,0,0,67.96838131,0,0,0,0,188.852539,0,0,0,14.45277065,0,116.1221424,0,0,0,0,0,34.61324375,48.91719686,0,235.5947997,0,14027.3851,0,0,14.1415513,0,31.36264308,0,0,0,0,0,127.449313,392.8091953,0,0,0,0,7648.645399,9689.910797,0,293.8874001,3054.05116,446.89047,8754.202642,670.8364694,144.7008488,0,0,0,740.8875599,41.41418763,209.429573,0,0,0,303.943515,43.22130131,0,0,91.21606301,0,739.6114473,0,0,0,0,0,0,0,1074.510945,0,0,0,150.4774121,0,0,0,0,88.94091423,0,0,0,47.10175489,0,0,342.2858303,47.24546881,0,0,79.43467006,0,0,0,50002.5147,1.487105364
Plantago_media,Plantaginaceae,Laminales,LN_290,314.6400623,0,0,0,73.07721103,0,57.33446043,57.72893427,88.56914746,66.46263507,0,0,174.0112605,0,3.822335025,19.44681658,7.792228608,0,74.10457175,0,0,0,0,0,51.93534099,74.7371949,0,97.3344149,0,15783.47111,0,0,25.28974066,0,66.98232234,0,0,0,0,0,117.2359253,124.0162866,0,91.8080844,0,0,6871.047602,12604.17832,0,112.8359382,2987.525453,485.5842586,8166.627319,440.7312511,86.84077133,61.73405794,0,0,758.8817118,57.06110272,2600.646568,126.350519,0,170.2801465,108.4099624,77.99797438,12.90668807,0,21.74599238,0,346.2881006,0,0,0,236.0434729,0,0,0,284.2827562,0,0,0,102.2734181,0,0,0,0,87.48040145,0,0,0,0,0,0,0,54.5477479,0,0,122.8083326,0,0,0,54354.90995,1.537715754
Potentilla_erecta,Rosaceae,Rosales,NB467,226.1810131,0,0,155.895358,155.2591285,0,76.44965346,34.7703772,317.6919835,0,0,0,944.9641999,0,16.85173746,0,50.2052251,0,106.9511318,0,0,15.67437768,0,0,143.762681,50.99123144,0,0,0,3814.833443,0,0,88.46099697,0,0,0,0,0,0,0,0,0,0,0,0,0,1118.881225,1496.149695,0,0,1809.67821,48.18759052,801.1487137,218.264174,96.8780754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.0027738,0,0,0,115.0374083,0,141.3838805,0,292.9394275,0,0,0,59.4719842,0,0,0,0,167.3227297,0,0,0,0,0,0,0,72.22999818,0,0,0,0,0,0,12964.51842,0.465104214
Potentilla_reptans,Rosaceae,Rosales,NB_190,427.1026886,0,0,0,26.03812303,0,9.346896544,23.02041422,73.62027759,0,0,0,157.9036139,0,0,0,8.968876009,0,30.42982488,0,0,6.906465884,0,0,25.57188342,22.83435932,0,28.34678165,0,1056.571791,0,0,0,0,7.657398883,0,0,0,0,0,41.67425749,2.258016757,0,7.408900787,0,35.05108046,384.0704006,258.8639605,0,39.2750552,415.841148,23.87378193,722.3181148,207.5238343,51.77899126,0,0,24.27702835,57.77153278,14.13663704,0,0,0,0,0,18.14880799,0,0,0,0,57.58593185,0,0,0,23.71553245,0,20.36168345,0,136.4261004,0,0,0,40.95469906,0,0,0,0,55.82523913,0,18.25404704,0,0,0,0,0,18.57073297,0,0,0,0,0,0,4580.28491,0.714959059
Potentilla_verna,Rosaceae,Rosales,LN322,0,0,0,121.3990855,116.077162,0,101.2635868,0,782.4318683,0,0,0,660.1128384,0,0,0,0,0,37.35339863,0,0,0,0,0,50.13798034,33.30173021,0,0,0,4408.596551,0,0,0,0,0,0,0,0,0,0,153.3273524,0,0,0,0,152.979386,2476.906078,3705.297742,165.1931266,0,1174.38983,127.8610945,3016.149557,372.5958225,281.3594502,132.6626848,114.9897395,0,298.5108155,207.9954945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.6966166,0,0,0,67.02520642,0,0,97.31142563,0,123.1415582,0,65.91742748,0,0,0,0,0,49.53114483,0,0,0,0,0,0,19557.51576,1.335689849
Prunus_avium,Rosaceae,Rosales,NB51_FA,0,0,0,0,258.9647335,0,212.8831453,0,30.34837933,0,0,0,208.9425725,0,0,0,0,0,60.2529039,0,0,0,0,0,116.2398179,67.57711278,0,0,0,11431.27502,0,0,0,0,95.8169155,0,0,0,0,0,128.1306013,0,0,0,0,0,4548.492664,10602.24222,78.78596739,0,341.6486308,218.474564,1447.854123,0,122.0015438,0,212.3849529,0,160.9277855,0,0,0,0,0,0,0,0,132.4212174,0,0,776.6902658,0,0,0,0,0,0,0,782.0881143,0,0,0,65.76321395,0,0,85.11532186,0,550.7891438,0,0,85.27725871,0,0,0,0,63.02421639,0,0,0,0,0,0,32884.41241,1.160746852
Prunus_padus,Rosaceae,Rosales,SL_NB74,65.73860914,0,0,156.6487187,216.2496376,0,97.49758754,50.01753392,152.0777554,30.31775164,0,0,351.8052383,0,26.54584984,0,33.64146729,0,111.7227112,0,0,13.27789297,0,0,159.3787331,97.44046834,0,16.94893482,0,3871.216115,0,0,23.85495296,0,25.09042855,0,0,0,0,0,190.2419494,0,0,0,0,0,4031.049099,2716.230412,0,66.16902789,1433.661467,91.51815178,1856.890551,605.4885233,0,0,142.9931443,0,132.0341804,72.47610141,0,0,0,0,0,142.0894456,0,0,0,0,501.464692,0,0,0,0,0,0,0,967.1313591,0,0,0,204.0237061,0,0,26.77712172,0,503.2697219,0,0,0,34.02449341,0,0,0,87.72812013,0,0,23.0174768,0,0,0,19327.74913,1.071524081
