Pflanzenname,Family,order,SampleID,Caproic,Methylheptanoic1,Methylheptanoic2,Caprylic,Pelargonic,Methylnonanoic1,Capric,Methyldecanoic1,Lauric,Methyldodecanoic1,Methyldodecanoic2,Tetradecenoic,Myristic ,Myristoleic,Methyltetradecanoic1,Methyltetradecanoic2,Methyltetradecanoic3,Pentadecenoic,Pentadecanoic,Methylpentadecenoic,Hexadecadienoic1Hexadecenoic1,Methylpentadecanoic1,Hexadecadienoic2,Hexadecadienoic3Hexadecatrienoic ,Palmitoleic,Hexadecenoic2,Hexadecadienoic4,Methylpentadecanoic2,Hexadecenoic3,Palmitic,Hexadecadienoic5,Unknown,Methylhexadecanoic1,Methylhexadecenoic,Methylhexadecanoic2,Heptadecadienoic,Methylhexadecanoic3,Heptadecenoic1,Heptadecenoic2,Heptadecenoic3,Margaric,Octadecatrienoic1,Octadecenoic1,Octadecadienoic1,Octadecatrienoic2Octadecadienoic2,Octadecadienoic3Octadecenoic3,Linoleic,LinolenicOleic,Octadecenoic4,Elaidic,StearicOctadecatrienoic4,Octadecatrienoic5,Octadecatrienoic6Octadecadienoic2,Octadecadienoic3Octadecatrienoic7,Octadecatrienoic8,Octadecatrienoic9Octadecadienoic4,Methyloctadecanoic1,Methyloctadecanoic2,Octadecatrienoic10,Octadecatrienoic11Eicosenoic1,Octadecatrienoic12,Eicosatrienoic1,Arachidonic,Methylnonadecanoic,Eicosadienoic1,Eicosenoic2,Eicosenoic3,Eicosenoic4,Eicosatrienoic2,Eicosadienoic2,Arachidic,Unknown,Methyleicosenoic,Unknown1,Methyleicosanoic1,Methyleicosanoic2,Erucic,Docosenoic1,Behenic,Docosenoic2,Methyldocosanoic,Tricosenoic2,Tricosanoic,Methyltricosanoic,Tetracosenoic1,Nervonic,Tetracosenoic2,Lignoceric,unknown,Methyldocosenoic,Tetracosenoic3,Methyltetracosanoic,Methylpentacosanoic,Unknown,Ximenic,Cerotic,Methylhexacosenoic,Octacosenoic,Montanic,Methyloctacosenoic,Methyloctacosanoic,Mellisic,Sum,Unsaturated_saturated
Campanula_patula,Campanulaceae,Asterales,NB154_FA,0,0,0,30.63296631,0,0,94.20070827,0,73.38020155,0,0,0,198.0574871,0,0,0,0,0,77.84495096,0,0,0,0,0,0,34.32064585,0,0,0,6305.19625,0,0,0,0,0,0,0,0,0,0,34.08467288,0,0,0,0,0,3749.937651,8391.762033,18.93254827,0,841.6392739,36.9027351,282.208797,38.94925626,45.22344442,0,0,0,34.508416,0,0,0,310.3341712,0,0,0,0,82.6810135,0,0,422.4939909,0,0,0,0,0,0,0,400.675767,0,0,0,53.94441378,0,0,58.2965337,0,313.6452629,0,0,0,0,0,0,0,56.63720962,0,0,0,0,0,0,21986.4904,1.469716988
Campanula_rapunculoides,Campanulaceae,Asterales,NB313,121.7727055,0,0,254.682779,336.2254985,0,217.6170852,136.9292008,271.4980662,83.92952716,0,0,388.0703549,0,33.82409834,0,0,0,205.017765,0,0,68.2348548,0,0,151.0258134,32.07014062,0,24.78915971,0,5906.46744,0,0,66.80333875,0,69.88751013,0,0,0,0,0,286.8134627,0,0,0,291.4253407,196.4310726,1186.809887,5215.093163,0,79.30430578,1900.130098,176.7055013,1608.031745,224.1625024,199.7114354,174.5145879,132.0783141,0,76.00396512,0,0,0,0,0,0,125.0696513,0,0,0,0,781.0001538,0,0,0,0,0,0,0,316.7983461,0,0,0,12.19843404,0,0,0,0,104.5184622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21455.64577,0.830797931
Campanula_rotundifolia,Campanulaceae,Asterales,NB270_FA,94.71294822,0,0,158.5251452,157.8173066,0,289.6670068,0,23.20406356,0,0,0,316.1733128,0,0,0,0,0,98.61954724,0,0,0,0,0,131.6745602,53.89235377,0,54.78318061,0,8707.306333,0,0,0,0,0,0,0,0,0,0,113.1339973,0,0,0,0,180.5386128,0,6557.79487,54.50862198,0,554.4978569,161.8160216,1639.161533,0,157.9721349,0,0,0,133.1822046,0,0,0,0,0,0,0,0,0,0,0,837.3878386,0,0,0,123.6762795,0,0,0,494.8405188,0,0,0,0,0,0,395.8400393,0,290.0065328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21780.73282,0.768727502
Capsella bursa-pastoris,Brassicaceae,Brassicales,NB26_FA,0,0,0,0,95.82329765,0,162.1665209,0,14.16413786,0,0,0,356.054933,0,0,0,0,0,57.9300461,0,0,86.07575436,0,54.04986488,58.11224385,0,0,0,0,3146.022077,0,0,0,0,0,0,0,0,0,0,79.43000576,0,0,0,0,0,0,0,182.1585167,0,443.2818697,0,499.4191539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.1969585,0,0,0,0,0,0,0,176.0966948,0,0,0,0,0,0,0,0,141.3584776,0,0,0,0,0,0,0,71.55856315,0,0,0,0,0,0,6020.899116,0.151849165
Cardamine_pratensis,Brassicaceae,Brassicales,LN246,0,0,0,54.72349813,0,0,157.0179583,0,2248.488028,0,0,0,2241.913451,0,0,0,0,0,331.6010304,0,0,162.4567852,0,0,597.5928742,81.94292575,0,0,0,9847.69888,0,0,0,0,0,0,0,0,0,0,253.1679972,0,97.2939461,0,155.7526926,0,6921.632038,14344.3145,0,0,1896.839769,180.5035922,3106.199284,288.4946705,319.611427,97.63129069,83.55542576,0,380.7011525,0,0,0,0,156.0170914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.6163176,0,0,0,36.96397368,0,0,287.2309203,0,247.8761601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44710.83768,1.504537142
Carduus_acanthoides,Asteraceae,Asterales,J137_1,25.60710283,0,0,906.1931671,258.5051488,0,129.4916701,53.4897705,219.3072123,54.61020497,0,0,2902.307965,0,0,0,0,0,68.47130032,0,0,0,0,0,83.49697638,17.46770532,0,0,0,13103.77709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5834.427338,10488.48049,0,57.91044981,2635.572222,2780.712866,288.1755161,321.4459251,0,71.90342537,0,482.5860094,50.3841847,0,28.83616855,0,0,0,63.50444524,0,0,0,132.1589212,0,1958.356351,0,0,0,50.08579539,57.01577336,36.215138,0,498.3577928,0,0,0,0,0,0,0,0,52.52793635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43711.38206,0.863527151
Carduus_nutans,Asteraceae,Asterales,NB465,308.7763633,0,0,616.8184451,369.9366038,0,232.3514424,91.93758405,300.7385009,57.24138261,0,0,2205.648564,31.36997648,37.3757571,0,0,0,148.6820387,0,0,0,0,0,246.0882771,78.65352042,0,83.26962141,0,6694.46659,0,0,0,0,0,253.0030115,0,0,0,0,336.0096133,0,23.40158759,0,81.74821249,0,3042.5177,5563.538871,0,19.42453153,2247.890736,219.9027606,1707.677288,275.5869803,287.5299408,206.3892443,0,0,91.52907651,0,0,0,0,0,0,96.84106179,0,0,133.6305544,0,1949.155661,0,70.9433646,0,0,0,0,0,575.9227619,0,0,0,65.25076086,0,0,0,0,49.00010946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28800.24849,0.759280218
Carpinus_betulus,Betulaceae,Fagales,NB76,103.0480776,0,0,168.8950845,332.1341683,0,168.2865286,91.22241563,210.2657388,33.30738102,0,0,378.7142002,21.41164164,29.00994661,0,0,0,119.3810597,0,0,0,0,0,89.84580129,31.38289759,0,10.90830801,0,5200.465037,0,0,0,0,11.42309432,0,0,0,0,0,171.1574556,0,0,0,0,0,3962.829509,3700.575407,0,92.2831269,1727.366228,75.62256364,1448.91317,493.9584465,0,136.971424,41.89890444,0,70.78531623,0,0,0,0,0,0,28.64987799,0,0,0,0,364.0045761,0,60.28837216,0,0,0,0,0,126.2510912,0,0,0,5.432975949,0,0,0,0,28.48573173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19535.17556,1.095676064
Carum_carvi,Apiaceae,Apiales,LN_384,531.8957737,0,0,0,39.57934705,0,23.36107514,99.23675837,25.24514207,0,0,0,228.1900298,0,0,163.8581631,0,0,78.46304114,0,0,0,0,0,28.16616516,35.72276702,0,89.08575142,0,6106.487309,0,0,78.61961307,0,539.2326091,0,56.99229539,0,0,0,112.9659162,0,0,20.54272394,50.69117667,0,2078.644799,596.987677,0,414.0026273,1947.444698,103.4745063,5409.286947,1058.41422,282.4720788,244.0116585,125.256298,78.66698216,230.7910098,59.45651831,507.4695589,0,0,0,64.35018265,0,0,0,48.34274485,0,298.3679394,53.51521324,0,0,96.54253591,0,74.98102702,0,301.9695544,0,0,0,47.93515725,0,0,0,0,204.7457061,0,0,0,0,0,0,0,32.75540861,0,0,41.7356594,0,0,0,22709.95637,0.996402705
Centaurea_cyanus,Asteraceae,Asterales,NB_165,1102.098846,0,0,647.6126218,7.106688231,0,29.3200009,60.97565773,1359.869014,0,0,0,317.8322549,0,0,0,0,0,144.2132547,0,0,0,0,0,68.51435855,83.97666901,0,215.4096491,0,16871.36629,0,0,32.9256482,0,36.26926875,0,0,0,0,0,143.3510964,95.41808974,0,0,0,0,1557.6924,23025.12083,0,716.3595281,4754.841487,492.2513967,6447.02971,122.7778463,348.4120059,126.8718954,0,0,984.1921865,97.78183222,72.12700326,0,0,21.15229252,168.1082433,184.1263985,0,0,0,0,4122.815706,0,0,0,133.7401132,0,0,0,387.4401053,0,0,0,101.0412486,0,0,433.7821647,0,227.3167551,0,0,0,0,0,0,0,46.74618422,0,0,0,0,0,0,65787.98674,1.138511746
Cerastium_arvense,Caryophyllaceae,Caryophyllales,NB_160,1957.788675,0,0,222.147584,0,0,94.083431,163.677105,16.91052271,0,0,0,496.3215978,0,0,0,29.96005067,0,80.83349499,0,0,77.67712186,0,0,129.9440449,57.16777309,0,289.764251,0,2073.873505,0,0,136.3108673,0,96.72285105,0,0,0,0,0,138.9785707,64.65739977,46.09912713,0,0,0,709.0916617,685.0691206,0,172.0326471,1068.431398,66.11719615,2148.75774,1046.910895,0,240.9179054,24.95255574,109.8632242,83.24710343,0,0,0,0,59.41095554,191.2887252,128.9124089,0,0,0,0,1063.51879,0,0,0,137.7366961,0,202.0328413,0,347.0945463,0,0,0,75.8493068,0,0,0,0,84.27068868,0,0,0,395.5155989,0,0,0,215.4943255,0,0,146.2695754,0,0,0,15575.70388,0.621885058
Chaerophyllum_aureum,Apiaceae,Apiales,LN279,80.89393914,0,0,33.87240318,345.8223464,0,191.6166232,70.33334201,239.3250129,44.81527295,0,0,337.6949272,10.78060976,15.67304071,16.2360536,0,0,100.768679,0,0,0,0,0,71.22272219,24.22111217,0,21.86445377,0,3562.558977,0,0,22.46801606,117.1509942,35.4306746,0,0,0,0,0,63.74394638,0,0,0,0,0,1433.242611,3067.110529,0,24.38937122,1205.456485,120.3197088,968.2340872,123.6685336,79.72979942,0,0,0,63.16538111,0,0,0,0,0,0,33.35030669,0,0,0,0,140.9516258,0,23.25983376,0,0,0,0,0,93.50410832,0,0,0,13.76653795,0,0,0,0,119.0586424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12915.70071,0.879192382
Chelidonium_majus,Papaveraceae,Ranunculales,SL_J567_1_FA_2,0,0,0,0,60.1597598,0,16.88207738,0,58.04970484,0,0,0,158.9199578,0,0,0,2.936959563,0,47.4209514,0,0,0,0,0,56.31543087,7.300655144,0,3.022276431,0,12648.82756,0,0,0,0,6.065407322,0,0,0,0,20.94069155,0,0,0,0,0,0,5643.282737,12489.22784,0,111.5283891,3583.794213,103.7833179,0,0,363.8383472,112.2462302,54.43488821,0,578.2710482,159.9333243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.533056,0,0,0,34.69906004,0,0,0,0,270.7163624,0,0,0,0,0,0,0,23.24867224,0,0,0,0,0,0,36872.37892,1.13794421
Cirsium_acaule,Asteraceae,Asterales,J151_1,56.57462657,0,0,332.5188554,187.6113375,0,97.45976879,24.7315318,1389.389541,20.58524454,0,0,228.8329185,0,12.33051594,0,11.03064157,0,81.29748614,0,0,0,0,0,0,12.77432121,0,0,0,11524.01293,0,0,26.86536679,0,0,0,0,0,0,0,0,0,0,0,0,0,4016.202185,11732.48504,0,0,1863.810815,152.5505023,1163.558993,75.21313572,113.8279314,0,0,0,43.11229879,0,0,0,0,0,0,45.30154288,0,0,0,0,2622.187539,0,0,0,0,0,0,0,639.5675463,0,0,0,31.94044819,0,0,29.92670269,0,69.37697088,0,0,0,0,0,0,0,45.44000381,0,0,0,0,0,0,36650.51674,0.902384824
Cirsium_arvense,Asteraceae,Asterales,NB347_FA,177.0178568,0,0,54.44067445,8.816115166,0,96.71306664,0,1126.900319,0,0,0,73.200391,0,0,0,0,0,63.60166665,0,0,0,0,0,81.35157766,38.10341566,0,73.88153548,0,5453.658795,0,0,0,0,0,0,0,0,0,0,47.69227565,0,0,0,0,0,2022.99083,2911.062269,0,0,1406.271904,0,458.8458608,112.061678,0,323.266913,0,0,0,0,47.64874218,0,0,0,0,0,0,121.1270485,0,0,3155.373958,0,0,0,0,0,0,0,1843.837971,0,0,0,79.00105471,0,0,0,0,302.1981236,0,0,0,0,0,0,0,110.3602305,0,0,140.4072928,0,0,0,20329.83156,0.430331226
Cirsium_vulgare,Asteraceae,Asterales,NB454,336.8022151,0,0,0,57.18248934,0,45.38259816,0,2122.69839,0,0,0,289.3444011,0,9.491833666,0,12.82327792,0,81.08475492,0,0,0,0,0,327.3567805,0,0,350.298783,0,20513.80055,0,0,0,0,0,0,0,0,0,0,91.51431614,0,0,0,138.6689011,387.4460489,11068.93049,17276.69717,0,0,1934.440925,347.4489048,3912.632782,308.3502204,515.8072902,0,0,0,625.6227123,928.1552884,0,0,0,0,0,373.2825653,0,0,0,0,4626.705542,0,0,0,187.3658063,0,0,0,1919.6718,0,0,0,96.07468972,0,0,0,0,290.8347471,168.0578077,0,0,0,157.5090526,0,0,132.6133273,69.68393646,162.343127,35.69253187,0,134.3982941,0,70036.21434,1.09025071
Convolvulus_arvensis,Convolvulaceae,Solanales,J_47_1,120.8039351,0,0,202.1283841,390.4902968,0,216.3649758,140.2932261,242.8703497,46.32780083,0,0,336.127887,0,24.2472682,0,43.64805178,0,123.4364115,0,0,41.01402621,0,0,107.7320204,33.80684198,0,32.47617329,0,7809.280749,0,0,0,34.10807378,99.0552524,0,0,0,0,0,150.8466872,0,0,0,0,0,647.2038988,2404.929498,0,81.78198515,1418.943505,0,287.4227048,0,0,0,0,39.34010761,64.20164419,0,0,0,0,0,0,87.42610294,0,0,0,0,214.4179928,0,65.59121848,0,0,0,0,0,263.0354441,0,0,0,29.09015054,0,0,338.4739852,0,60.69556121,0,0,0,99.18312238,0,0,0,29.00521096,0,0,0,0,0,0,16325.80054,0.337387735
Cornus_sanguinea,Cornaceae,Cornales,LN_280,144.8926835,0,0,0,50.86923874,0,18.97925134,90.35969753,33.90905274,37.17154539,0,0,88.569055,0,0,0,0,0,47.45933674,0,0,0,0,0,50.90230252,53.55829739,0,107.296593,0,13310.01636,0,0,10.54783132,0,0,0,0,0,0,0,284.2988122,59.43262198,0,37.48728693,60.6837372,0,5598.331627,5303.331731,0,49.85963203,3964.423505,226.6303004,12302.2029,557.0586541,97.13565145,383.7127815,0,54.39271463,497.8913486,73.60865128,0,0,0,0,0,106.1904763,86.92658272,0,29.88223487,0,707.6844808,0,0,0,0,0,0,0,327.1847902,0,0,0,48.76064296,0,0,0,0,157.1280551,0,0,0,0,0,0,0,61.46015502,0,0,28.46607874,0,0,0,45148.6967,1.306579995
Crataegus_laevigata,Rosaceae,Rosales,NB_189,123.1931391,0,0,72.78783443,70.55620372,0,13.36513393,25.07336155,1.036853687,0,0,0,92.75007162,0,0,0,0,0,43.20479424,0,0,0,0,0,19.48735772,263.0184865,0,41.62417563,0,2424.991707,0,0,0,0,0,0,0,0,0,0,51.80261463,35.44051727,0,19.16111885,0,0,3638.152164,1682.660468,0,133.0546023,596.8493636,0,826.3684231,354.5961679,69.55602316,88.70535601,0,0,98.63190078,0,0,0,0,0,0,41.95992207,0,0,0,0,187.1415804,0,0,0,44.95846179,0,0,0,239.7574412,0,0,0,51.05534252,0,0,0,0,171.0400247,0,0,0,0,0,0,0,44.53354677,0,0,0,0,0,0,11566.51416,1.692566022
Crataegus_monogyna,Rosaceae,Rosales,LN273,0,0,0,50.72387564,6.416053251,0,5.061904341,0,9.620298794,0,0,0,0,0,0,0,0,0,36.14145383,0,0,0,0,0,0,0,0,0,0,5325.32177,0,0,0,0,0,0,0,0,0,0,156.6255197,0,0,0,0,0,8892.477338,3812.011573,0,0,0,0,1082.758547,320.9722107,92.07647527,0,77.98619926,0,148.0654583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.7462347,0,0,0,57.1750546,0,0,0,0,333.478327,0,0,0,0,0,0,0,54.06383501,0,0,0,0,0,0,20867.72213,2.200884818
Cucurbita_pepo,Cucurbitaceae,Cucurbitales,LN_381,0,0,0,37.54157745,29.35094828,0,19.5747078,9.797638056,13.46802325,0,0,0,139.3710298,0,0,0,27.56715496,9.442420664,73.02485868,0,0,0,0,0,20.81629107,34.43792564,0,0,0,8762.078184,0,0,3.834437052,0,20.34630745,0,0,0,0,0,57.26270526,34.10511356,0,0,0,0,566.7061718,17097.31883,0,263.2600311,1578.58183,37.61158023,277.3809418,43.88228896,40.78589235,20.64191017,0,0,88.60314839,47.71392659,34.70836347,0,0,0,36.24265434,104.0620985,0,0,0,0,240.671522,0,0,0,30.19954536,0,0,0,147.0441999,0,0,32.37423572,0,0,0,74.13413663,0,23.74233157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30077.68496,1.682284773
Cytisus_scoparius,Fabaceae,Fabales,J123_2,0,0,0,52.43241088,141.4621413,0,75.27559245,0,134.1215128,0,0,0,4.769248789,0,235.6451311,0,2.045958504,0,6.805529543,0,0,0,0,0,59.16853578,83.6292852,0,2.854200825,0,12864.79046,0,0,0,0,48.82391486,0,0,0,0,0,240.3463984,0,0,0,0,0,3936.392914,27452.15991,0,122.5918025,1741.851778,332.5287428,3086.519839,98.07522414,281.2842519,19.09920496,20.53102169,0,182.0293544,0,0,0,0,0,0,77.88784162,0,0,0,0,95.24281406,0,0,0,0,0,0,0,0,0,0,0,10.40653005,0,0,0,0,462.7791953,0,0,0,55.45700019,0,0,0,59.51490275,0,0,0,0,0,0,51986.52265,2.198155925
Digitalis_purpurea,Plantaginaceae,Laminales,J50_1,98.35434168,0,0,121.871353,234.2840219,0,104.8217081,103.9482328,223.2932438,54.9580814,0,0,388.4764961,16.83868885,17.29770103,0,31.07721797,0,124.5035016,0,0,241.9591277,0,0,167.6426271,239.644389,0,30.99041816,0,6709.730228,0,0,0,65.28001101,0,155.5455376,0,0,0,0,273.7203213,0,338.4674201,0,0,0,6253.575971,5597.548488,0,198.5516098,1784.813839,0,309.4475331,2892.961213,390.4672987,273.5841407,0,144.924855,310.9191186,0,0,0,0,0,0,63.90454283,0,0,0,0,244.6142111,0,102.8220004,0,0,0,0,0,727.5453725,0,0,0,102.1203556,0,0,298.3612809,0,323.119574,0,0,0,28.47123037,0,0,0,44.70889099,0,0,0,0,0,0,29835.16619,1.440527483
Echium_plantagineum,Boraginaceae,Boraginales,NB335,0,0,0,0,104.1926043,0,66.15926299,58.10697533,112.2976762,0,0,0,213.7708621,0,9.918218528,0,43.6019368,0,63.56155832,0,0,0,0,0,104.5713591,36.57947191,0,62.38736456,0,7013.462886,0,0,0,0,0,0,0,0,0,0,76.17203314,0,0,0,437.0011103,0,1516.229294,5330.586093,0,0,2164.374217,146.8515729,4338.195015,231.428191,365.4342137,116.6370033,124.240703,0,419.079902,188.7526315,136.9802709,0,0,0,0,0,0,0,0,0,547.3501306,0,0,0,0,0,0,0,171.5363183,0,0,0,51.17478894,0,0,63.42534824,0,164.6315201,0,0,0,77.52043276,0,0,0,72.04458375,0,0,0,0,0,0,24628.25555,1.199637975
Echium_vulgare,Boraginaceae,Asterales,NB300,82.97435073,0,0,113.5641786,167.7501626,0,168.0238475,86.54844613,132.2081256,67.71310006,0,0,382.0440595,20.30854782,23.04742875,0,8.201314782,0,85.76376257,0,0,0,0,0,62.57586225,77.2431213,0,29.96153793,0,2416.663027,0,0,0,0,29.4441537,0,0,0,0,0,233.4993775,0,0,0,156.7249569,0,1087.693999,2291.002202,0,83.81327039,1551.655514,0,701.0860531,138.8392196,46.85017504,112.0018444,33.92833264,0,48.77900702,0,0,0,0,0,0,50.34180305,0,0,0,0,616.3742384,0,83.05531709,0,0,0,0,0,313.6474715,0,0,0,48.20091356,0,0,0,0,228.3678054,0,0,0,53.7798336,0,0,0,59.9993289,0,0,0,0,0,0,11893.67569,0.715427319
Euphrasia_officinalis,Orobanchaceae,Laminales,MS048,46.83311495,0,0,70.64416615,108.8155324,0,97.86222922,31.29679727,111.6768418,0,53.01761241,0,0.00106127,0.001101591,0.001120258,0,30.51456042,0,399.0405153,0,0,11.07256248,115.7860687,128.2147631,139.7151413,0,0,20.46143183,0,5158.189851,0,0,100.5462356,37.01985418,0,0,0,0,0,0,133.10271,0,0,0,0,0,700.387188,8018.750771,0,76.82533726,1103.335967,210.9310329,2296.415558,256.4715281,127.824003,43.64534375,0,0,284.9910977,0,0,0,0,0,0,86.6665016,0,0,413.954921,0,176.3251792,0,0,0,0,0,0,0,492.685679,0,0,0,47.01288248,0,0,0,0,165.622692,0,0,0,12.31334302,0,0,0,12.79286055,0,0,0,0,0,0,21320.76516,1.532101808
Fagus_sylvatica,Fagaceae,Fagales,NB_79_A,696.4714938,0,0,0,208.18404,0,33.49050885,656.9541869,62.01247487,64.49135736,0,0,158.7787342,0,0,0,0,0,51.17000867,0,0,0,0,0,206.4191877,206.6977545,0,1188.631416,0,32275.64288,0,0,70.02112828,0,71.27488869,0,0,0,0,0,278.9251652,0,0,392.2101068,0,0,100422.1568,49572.10068,0,252.5750469,4199.550207,417.9405348,8710.195183,4181.541149,648.7267057,609.7105108,0,0,666.8789942,0,165.7776177,0,0,0,518.9246121,334.9838424,0,0,0,0,490.7271868,0,0,0,0,0,0,0,733.1692275,0,0,0,52.95335034,0,0,0,0,212.8174068,0,0,0,0,0,0,0,49.67646461,0,0,0,0,0,0,208861.7808,4.02615983
Ficaria_verna,Ranunculaceae,Ranunculales,NB11_FA,0,0,0,0,162.5549441,0,298.3296493,0,147.2786864,0,0,0,401.1488618,0,0,0,0,0,146.9451177,0,0,0,0,0,176.516471,76.54933679,0,0,0,12293.7663,0,0,41.8680815,0,0,0,0,47.14677323,0,0,93.85476907,0,0,0,0,0,0,11152.59323,0,0,711.5358161,214.7428338,2522.495536,0,0,261.8261506,0,0,220.9912853,0,0,0,0,0,0,0,0,0,0,0,579.1692164,0,0,0,0,0,0,0,486.3472301,0,0,0,0,0,0,0,0,307.8030434,0,0,0,0,0,0,0,56.94009749,0,0,0,0,0,0,30400.40344,0.92716346
Galium_mollugo,Rubiaceae,Gentianales,NB220_FA,0,0,0,0,131.8547518,0,115.6582097,0,111.1421558,0,0,0,2587.099178,0,0,0,0,0,68.63757096,0,0,0,0,0,121.414371,116.6772484,0,0,0,5729.32199,0,0,0,0,0,0,0,0,0,0,70.15021884,0,0,0,0,0,4188.648098,7216.889803,136.1994894,0,187.6533232,0,1781.915228,269.8716625,0,0,0,0,103.6150438,0,0,0,0,0,0,0,0,0,0,0,630.066195,0,0,0,0,0,0,0,503.5133069,0,0,0,118.1048565,0,0,0,0,429.3100959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24617.7428,1.304490099
Geranium_molle,Geraniaceae,Geraniales,NB47_FA,0,0,0,0,91.77921292,0,233.8993099,0,94.82854077,0,0,0,131.23214,0,0,0,0,0,72.26743633,0,0,0,149.8533912,579.6967688,116.3607784,36.97087458,0,0,0,5386.41741,0,17.85909666,0,0,0,0,43.2140853,0,0,0,68.13197694,0,0,0,0,0,0,4344.343827,52.14669161,72.91059122,475.022152,184.8929533,2057.494171,0,171.414675,77.72272317,0,0,132.6048002,0,226.935731,85.58276411,0,0,0,0,0,0,0,0,179.6558085,0,0,0,0,0,0,0,133.6553776,0,0,0,0,0,0,0,0,64.31366048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15281.20695,1.188476486
Geranium_pratense,Geraniaceae,Geraniales,NB326,0,0,0,0,356.9848591,0,139.4669657,0,580.0400167,0,0,0,382.1490499,0,0,0,0,0,50.86800058,0,0,739.8688206,0,1164.146798,0,0,0,0,0,6807.581222,0,1398.224906,0,0,0,0,115.893402,0,0,0,0,0,0,0,0,0,1253.546746,5843.812002,0,0,3515.708,236.0961152,5031.351571,304.5230204,521.0551724,295.4887881,162.4237411,0,416.3995856,769.1930804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.5003164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30419.32218,1.20098833
Geranium_pyrenaicum,Geraniaceae,Geraniales,NB129_FA,0,0,0,168.8703598,139.3156289,0,316.1424959,0,105.4578777,0,0,0,327.9685983,0,0,0,0,0,146.4099362,0,0,0,262.5820183,1072.53096,340.3073852,0,0,0,0,6590.326113,0,701.9875406,0,0,0,0,0,0,0,0,94.61133912,0,0,0,0,0,0,2993.903941,103.0686275,0,713.5107292,203.9794809,3132.006717,106.9487489,289.9227746,0,0,0,152.4046554,0,0,0,0,0,0,0,0,0,0,0,614.4465112,0,0,0,0,0,0,0,257.5358,0,0,0,0,0,0,0,0,183.4844558,0,0,0,0,0,0,0,63.48717247,0,0,0,0,0,0,19081.20987,0.890561706
Geranium_sylvaticum,Geraniaceae,Geraniales,MS021,109.2319015,0,0,151.6060438,173.1948229,0,87.54799931,39.06681969,261.8590193,0,0,0,305.6057105,15.4890528,35.04360385,0,0,0,128.853706,0,0,0,0,0,20.05499968,1897.710051,0,26.01581917,0,3608.059059,0,0,40.82212216,205.2359272,0,0,0,0,0,0,329.6342717,0,0,0,0,51.48436047,701.8760973,4876.235867,0,46.62197135,1235.54973,147.7345838,1653.214664,46.73245261,101.3659924,37.7489357,0,0,177.3535726,0,0,0,0,0,0,0,0,0,0,0,167.4371973,0,0,0,0,0,0,0,176.440998,0,0,0,0,0,0,0,0,63.46411145,0,0,0,0,0,0,0,10.52711201,0,0,0,0,0,0,16928.81858,1.365947577
Glechoma_hederacea,Laminaceae,Laminales,NB_93,842.6534401,0,0,0,0,0,2.347366874,77.81120188,29.24586079,0,0,0,108.8900731,0,0,0,29.71606122,0,77.21301864,0,27.0367864,30.36119983,0,0,96.61359552,108.0771935,0,490.4088761,0,10491.31248,0,0,90.07702308,0,102.7388219,0,0,0,0,0,129.2677789,373.4500932,0,88.01127757,0,0,7861.761441,13459.89969,0,99.8555742,2981.582418,261.2597076,8204.335212,530.8015462,106.7968711,0,0,0,519.3121553,0,0,0,0,0,75.65874888,192.0542463,0,0,50.61639131,0,335.7072808,0,0,0,0,0,0,0,305.3201314,0,0,0,0,0,0,102.273966,0,186.4433815,0,0,0,0,0,0,0,65.20188391,0,0,50.38322512,0,0,41.37837503,48625.87439,1.952738495
Helianthemum_nummularium,Cistaceae,Malvales,LN_175,312.1313674,0,0,2.887344517,145.2264746,0,88.32247717,72.84559825,121.0455446,0,0,0,229.884544,52.27158923,0,0,0,0,58.63135955,0,0,0,0,0,61.30036138,26.4149873,0,67.15579753,0,4666.516781,0,0,78.03729892,0,0,0,0,0,0,0,121.9565187,0,0,72.12635253,0,70.73872889,3237.068113,1949.048976,0,52.19210412,1311.368295,93.92599738,2849.418476,609.6082037,58.57130634,168.3826198,0,46.9317949,137.4596961,0,0,0,0,0,0,72.41441558,0,0,0,0,99.08849749,0,0,0,0,0,0,0,255.5501944,0,0,0,31.40557108,0,0,0,0,144.2393415,0,0,0,0,0,0,0,25.29563005,0,0,21.69930195,0,0,0,17411.16166,1.203883215
